COD_NODE1,COD_NODE2
A426,A426-2
A427,A427
A427,A427-1
A429,A429
A429,A429-1
A429,A429-2
A432,A432
A432,A432-1
A432,A432-2
A435,A435
A435,A435-1
A436,A436
A436,A436-1
A441,A441
A441,A441-1
A442,A442
A442,A442-1
A446,A446
A454,A454
A454,A454-1
A465,A465
A465,A465-1
A470,A470
A470,A470-1
A471,A471
A471,A471-1
A501,A501
A501,A501-1
A510,A510
A510,A510-1
A510,A510-2
A511,A511
A512,A512
A512,A512-1
A512,A512-2
A521,A521
A521,A521-1
A533,A533
A533,A533-1
A533,A533-2
A539,A539
A542,A542
A546,A546
A550,A550
A557,A557
A557,A557-1
A563,A563
A563,A563-1
A566,A566
A580,A580
A598,A598
A598,A598-1
A606,A606
A607,A607
A607,A607-1
A619,A619
A619,A619-1
A628,A628
A628,A628-1
A640,A640
A640,A640-1
A640,A640-2
A649,A649
A649,A649-1
A649,A649-2
A656,A656
A670,A670
A670,A670-1
A678,A678
A678,A678-1
A712,A712
A712,A712-1
A712,A712-2
A718,A718
A718,A718-1
A719,A719
A721,A721
A723,A723
A728 ,A728 
A728 ,A728 -1
A729 ,A729 
A729 ,A729 -1
A730,A730
A730,A730-1
A749,A749
A750,A750
A751,A751
A751,A751-1
A799,A799
A900,A900
A900,A900-1
A900,A900-2
A901,A901
A901,A901-1
A901,A901-2
A905,A905
A905,A905-1
A905,A905-2
A906,A906
A906,A906-1
A907,A907
A936,A936
A980,A980
A980,A980-1
B055,B055
B055,B055-1
B055,B055-2
B089,B089
B089,B089-1
B402,B402
B402,B402-1
B442,B442
B498,B498
B502,B502
B517,B517
B517,B517-1
B518,B518
B540,B540
B540,B540-1
B541,B541
B542,B542
B544,B544
B544,B544-1
B573,B573
B573,B573-1
B681,B681
B715,B715
B715,B715-1
B715,B715-2
B767,B767
B767,B767-1
B767,B767-2
B770,B770
B777,B777
B777,B777-1
B782,B782
B782,B782-1
B782,B782-2
B806,B806
B812,B812
B812,B812-1
B814,B814
B907,B907
B907,B907-1
B907,B907-2
B915,B915
B915,B915-1
B933,B933
B938,B938
B938,B938-1
B950,B950
B997,B997
B997,B997-1
B997,B997-2
B998,B998
B998,B998-1
E098,E098
E202,E202
E202,E202-1
F007,F007
F025,F025
F025,F025-1
F035,F035
F042,F042
F042,F042-1
F050,F050
F050,F050-1
F053,F053
F071,F071
F071,F071-1
F086,F086
F086,F086-1
F087,F087
F089,F089
F111,F111
F127,F127
F128,F128
F138,F138
F160,F160
F160,F160-1
F163,F163
F173,F173
F174,F174
F174,F174-1
F204,F204
F210,F210
F211,F211
F240,F240
F240,F240-1
F246,F246
F249,F249
F252,F252
F252,F252-1
F255,F255
F255,F255-1
F256,F256
F256,F256-1
F257,F257
F257,F257-1
F258,F258
F258,F258-1
F261,F261
F269,F269
F269,F269-1
F270,F270
F270,F270-1
F272,F272
F272,F272-1
F273,F273
F276,F276
F277,F277
F278,F278
F278,F278-1
F278,F278-2
F279,F279
F279,F279-1
F281,F281
F282,F282
F282,F282-1
F284,F284
F286,F286
F288,F288
F288,F288-1
F293,F293
F296,F296
F296,F296-1
F305,F305
F305,F305-1
F309,F309
F309,F309-1
F310,F310
F311,F311
F311,F311-1
F312,F312
F313,F313
F313,F313-1
F317,F317
F321,F321
F321,F321-1
F322,F322
F322,F322-1
F323,F323
F324,F324
F325,F325
F325,F325-1
F327,F327
F327,F327-1
F328,F328
F333,F333
F334,F334
F337,F337
F337,F337-1
F337,F337-2
F340,F340
F340,F340-1
F346,F346
F349,F349
F349,F349-1
F351,F351
F352,F352
F353,F353
F359,F359
F363,F363
F364,F364
F370,F370
F394,F394
F397,F397
F399,F399
F418,F418
F488,F488
F488,F488-1
F497,F497
F497,F497-1
F501,F501
F506,F506
F506,F506-1
F612,F612
F629,F629
F629,F629-1
F635,F635
F635,F635-1
F712,F712
F712,F712-1
F722,F722
F731,F731
F731,F731-1
F743,F743
G004,G004
G004,G004-1
G209,G209
G302,G302
G303,G303
G324,G324
G342,G342
G344,G344
G347,G347
G347,G347-1
G348,G348
G350,G350
G350,G350-1
G353,G353
G353,G353-1
G353,G353-2
G358,G358
G373,G373
G374,G374
G389,G389
G460,G460
G522,G522
G568,G568
G601,G601
G601,G601-1
G642,G642
G709,G709
G790,G790
G790,G790-1
G793,G793
G854,G854
G861,G861
G861,G861-1
G949,G949
G949,G949-1
G963,G963
H903,H903
H903,H903-1
H928,H928
H928,H928-1
J007,J007
J007,J007-1
J039,J039
J040,J040
J041,J041
J048,J048
J050,J050
J050,J050-1
J127,J127
J127,J127-1
J141,J141
J141,J141-1
J161,J161
J161,J161-1
J167,J167
J167,J167-1
J210,J210
J222,J222
J222,J222-1
J283,J283
J283,J283-1
J283,J283-2
J286,J286
J286,J286-1
J286,J286-2
J290,J290
J290,J290-1
J290,J290-2
J292,J292
J292,J292-1
J292,J292-2
J294,J294
J294,J294-1
J294,J294-2
J367,J367
J382,J382
J382,J382-1
J382,J382-2
J391,J391
J395,J395
J415,J415
J416,J416
J420,J420
J420,J420-1
J420,J420-2
J427,J427
J427,J427-1
J429,J429
J430,J430
J430,J430-1
J430,J430-2
J437,J437
J470,J470
J481,J481
J481,J481-1
J490,J490
J490,J490-1
J490,J490-2
J515,J515
J515,J515-1
J515,J515-2
J526,J526
J536,J536
J536,J536-1
J542,J542
J542,J542-1
J542,J542-2
J549,J549
J558,J558
J623,J623
J623,J623-1
J623,J623-2
J635,J635
J652,J652
J652,J652-1
J652,J652-2
J663,J663
J663,J663-1
J692,J692
J692,J692-1
J695,J695
J783,J783
J804,J804
J804,J804-1
J810,J810
J810,J810-1
J813,J813
J813,J813-1
J820,J820
J822,J822
J823,J823
J823,J823-1
J823,J823-2
J831,J831
J831,J831-1
J833,J833
J833,J833-1
J834,J834
K718,K718
K930,K930
K935,K935
K936,K936
K937,K937
K937,K937-1
K938,K938
M216,M216
OWN-1101,OWN-1101
OWN-1101,OWN-1101-1
OWN-141,OWN-141
OWN-141,OWN-141-1
OWN-1490,OWN-1490
OWN-1490,OWN-1490-1
OWN-1490,OWN-1490-2
OWN-2252,OWN-2252
OWN-2252,OWN-2252-1
OWN-2252,OWN-2252-2
OWN-2561,OWN-2561
OWN-2561,OWN-2561-1
OWN-274,OWN-274
OWN-274,OWN-274-1
OWN-3510,OWN-3510
OWN-3510,OWN-3510-1
OWN-3510,OWN-3510-2
OWN-37,OWN-37
OWN-37,OWN-37-1
OWN-37,OWN-37-2
OWN-3916,OWN-3916
OWN-5455,OWN-5455
OWN-5455,OWN-5455-1
OWN-5506,OWN-5506
OWN-5506,OWN-5506-1
OWN-699,OWN-699
OWN-7176,OWN-7176
OWN-7176,OWN-7176-1
OWN-7188,OWN-7188
OWN-7188,OWN-7188-1
OWN-7299,OWN-7299
OWN-7299,OWN-7299-1
OWN-7480,OWN-7480
OWN-7480,OWN-7480-1
OWN-7715,OWN-7715
OWN-7715,OWN-7715-1
OWN-7773,OWN-7773
OWN-7773,OWN-7773-1
OWN-7773,OWN-7773-2
OWN-8058,OWN-8058
OWN-8058,OWN-8058-1
OWN-8064,OWN-8064
OWN-8064,OWN-8064-1
OWN-811,OWN-811
OWN-811,OWN-811-1
OWN-8467,OWN-8467
OWN-8467,OWN-8467-1
OWN-8528,OWN-8528
OWN-8528,OWN-8528-1
OWN-8590,OWN-8590
OWN-8590,OWN-8590-1
OWN-923,OWN-923
OWN-923,OWN-923-1
OWN-926,OWN-926
OWN-926,OWN-926-1
OWN-9575,OWN-9575
OWN-9575,OWN-9575-1
OWN-965,OWN-965
OWN-965,OWN-965-1
OWN-965,OWN-965-2
OWN-970,OWN-970
OWN-970,OWN-970-1
OWN-A149,OWN-A149
OWN-A149,OWN-A149-1
OWN-A149,OWN-A149-2
OWN-A218,OWN-A218
OWN-A218,OWN-A218-1
OWN-A403,OWN-A403
OWN-A403,OWN-A403-1
OWN-A441,OWN-A441
OWN-A441,OWN-A441-1
OWN-A521,OWN-A521
OWN-A521,OWN-A521-1
OWN-B517,OWN-B517
OWN-B517,OWN-B517-1
OWN-F050,OWN-F050
OWN-F050,OWN-F050-1
OWN-F286,OWN-F286
OWN-F312,OWN-F312
OWN-G793,OWN-G793
OWN-G963,OWN-G963
OWN-K936,OWN-K936
OWN-X176,OWN-X176
OWN-X199,OWN-X199
OWN-X199,OWN-X199-1
OWN-X214,OWN-X214
X007,X007
X007,X007-1
X007,X007-2
X025,X025
X031,X031
X031,X031-1
X037,X037
X037,X037-1
X037,X037-2
X041,X041
X041,X041-1
X041,X041-2
X042,X042
X042,X042-1
X042,X042-2
X049,X049
X049,X049-1
X049,X049-2
X069,X069
X069,X069-1
X073,X073
X075,X075
X075,X075-1
X078,X078
X082,X082
X082,X082-1
X088,X088
X089,X089
X092,X092
X095,X095
X096,X096
X096,X096-1
X098,X098
X098,X098-1
X098,X098-2
X101,X101
X101,X101-1
X102,X102
X111,X111
X111,X111-1
X111,X111-2
X118,X118
X119,X119
X120,X120
X122,X122
X122,X122-1
X123,X123
X124,X124
X137,X137
X137,X137-1
X155,X155
X158,X158
X158,X158-1
X175,X175
X175,X175-1
X175,X175-2
X176,X176
X195,X195
X195,X195-1
X196,X196
X196,X196-1
X199,X199
X199,X199-1
X202,X202
X208,X208
X208,X208-1
X208,X208-2
X214,X214
X221,X221
X221,X221-1
X229,X229
X236,X236
X262,X262
X263,X263
X270,X270
X270,X270-1
X284,X284
X287,X287
X287,X287-1
X290,X290
X290,X290-1
j824,j824
j824,j824-1
