COD_NODE,COD_SUPPLIER,isPotential,pPriceOriginal,pLocationCost,pStationCapacity,pStationUnitCapacity,pCostUnitCapacity
3189,BP,0,1.41,0.0,0,0,0
3212,BP,0,1.43,0.0,0,0,0
3217,BP,0,1.73,0.0,0,0,0
3222,BP,0,1.65,0.0,0,0,0
3226,BP,0,1.57,0.0,0,0,0
3229,BP,0,1.55,0.0,0,0,0
3231,BP,0,1.6,0.0,0,0,0
3240,BP,0,1.77,0.0,0,0,0
3243,BP,0,1.55,0.0,0,0,0
3253,BP,0,1.45,0.0,0,0,0
3255,BP,0,1.45,0.0,0,0,0
3275,BP,0,1.77,0.0,0,0,0
3278,BP,0,1.74,0.0,0,0,0
3283,BP,0,1.43,0.0,0,0,0
3289,BP,0,1.4,0.0,0,0,0
3293,BP,0,1.53,0.0,0,0,0
3295,BP,0,1.65,0.0,0,0,0
3301,BP,0,1.5,0.0,0,0,0
332,BP,0,1.51,0.0,0,0,0
3321,BP,0,1.58,0.0,0,0,0
3377,BP,0,1.55,0.0,0,0,0
3415,BP,0,1.41,0.0,0,0,0
345,BP,0,1.63,0.0,0,0,0
3452,BP,0,1.66,0.0,0,0,0
346,BP,0,1.52,0.0,0,0,0
347,BP,0,1.52,0.0,0,0,0
3502,BP,0,1.44,0.0,0,0,0
3510,BP,0,1.63,0.0,0,0,0
3662,BP,0,1.69,0.0,0,0,0
3673,BP,0,1.66,0.0,0,0,0
3682,BP,0,1.61,0.0,0,0,0
37,BP,0,1.8,0.0,0,0,0
3707,BP,0,1.41,0.0,0,0,0
3716,BP,0,1.56,0.0,0,0,0
3718,BP,0,1.76,0.0,0,0,0
3722,BP,0,1.69,0.0,0,0,0
3725,BP,0,1.48,0.0,0,0,0
3754,BP,0,1.46,0.0,0,0,0
3806,BP,0,1.54,0.0,0,0,0
3811,BP,0,1.75,0.0,0,0,0
3877,BP,0,1.72,0.0,0,0,0
3911,BP,0,1.46,0.0,0,0,0
3913,BP,0,1.44,0.0,0,0,0
3916,BP,0,1.63,0.0,0,0,0
3931,BP,0,1.68,0.0,0,0,0
3940,BP,0,1.64,0.0,0,0,0
3973,BP,0,1.71,0.0,0,0,0
3988,BP,0,1.54,0.0,0,0,0
4115,BP,0,1.43,0.0,0,0,0
4117,BP,0,1.58,0.0,0,0,0
4134,BP,0,1.5,0.0,0,0,0
416,BP,0,1.54,0.0,0,0,0
4170,BP,0,1.6,0.0,0,0,0
421,BP,0,1.57,0.0,0,0,0
4212,BP,0,1.69,0.0,0,0,0
4227,BP,0,1.62,0.0,0,0,0
4251,BP,0,1.4,0.0,0,0,0
4257,BP,0,1.73,0.0,0,0,0
4262,BP,0,1.52,0.0,0,0,0
4263,BP,0,1.61,0.0,0,0,0
4280,BP,0,1.47,0.0,0,0,0
4326,BP,0,1.48,0.0,0,0,0
4361,BP,0,1.73,0.0,0,0,0
4382,BP,0,1.62,0.0,0,0,0
442,BP,0,1.79,0.0,0,0,0
4447,BP,0,1.61,0.0,0,0,0
4452,BP,0,1.46,0.0,0,0,0
4460,BP,0,1.42,0.0,0,0,0
4528,BP,0,1.76,0.0,0,0,0
4599,BP,0,1.47,0.0,0,0,0
465,BP,0,1.55,0.0,0,0,0
4696,BP,0,1.55,0.0,0,0,0
4728,BP,0,1.71,0.0,0,0,0
474,BP,0,1.6,0.0,0,0,0
4744,BP,0,1.71,0.0,0,0,0
4751,BP,0,1.47,0.0,0,0,0
4756,BP,0,1.58,0.0,0,0,0
484,BP,0,1.6,0.0,0,0,0
4995,BP,0,1.78,0.0,0,0,0
5057,BP,0,1.66,0.0,0,0,0
51,BP,0,1.72,0.0,0,0,0
52,BP,0,1.66,0.0,0,0,0
5222,BP,0,1.62,0.0,0,0,0
5367,BP,0,1.79,0.0,0,0,0
5413,BP,0,1.44,0.0,0,0,0
5414,BP,0,1.46,0.0,0,0,0
5420,BP,0,1.62,0.0,0,0,0
5424,BP,0,1.49,0.0,0,0,0
5435,BP,0,1.53,0.0,0,0,0
5436,BP,0,1.41,0.0,0,0,0
5451,BP,0,1.75,0.0,0,0,0
5452,BP,0,1.49,0.0,0,0,0
5455,BP,0,1.5,0.0,0,0,0
5457,BP,0,1.43,0.0,0,0,0
5458,BP,0,1.47,0.0,0,0,0
5477,BP,0,1.63,0.0,0,0,0
5478,BP,0,1.73,0.0,0,0,0
5489,BP,0,1.54,0.0,0,0,0
5506,BP,0,1.75,0.0,0,0,0
5508,BP,0,1.49,0.0,0,0,0
5509,BP,0,1.41,0.0,0,0,0
5520,BP,0,1.66,0.0,0,0,0
5539,BP,0,1.68,0.0,0,0,0
5549,BP,0,1.74,0.0,0,0,0
5565,BP,0,1.63,0.0,0,0,0
5567,BP,0,1.64,0.0,0,0,0
557,BP,0,1.79,0.0,0,0,0
5571,BP,0,1.51,0.0,0,0,0
5582,BP,0,1.5,0.0,0,0,0
559,BP,0,1.45,0.0,0,0,0
5591,BP,0,1.75,0.0,0,0,0
5597,BP,0,1.62,0.0,0,0,0
5598,BP,0,1.41,0.0,0,0,0
5683,BP,0,1.55,0.0,0,0,0
5707,BP,0,1.68,0.0,0,0,0
5720,BP,0,1.72,0.0,0,0,0
5730,BP,0,1.77,0.0,0,0,0
574,BP,0,1.61,0.0,0,0,0
5748,BP,0,1.49,0.0,0,0,0
5758,BP,0,1.8,0.0,0,0,0
5759,BP,0,1.73,0.0,0,0,0
5782,BP,0,1.76,0.0,0,0,0
583,BP,0,1.47,0.0,0,0,0
5846,BP,0,1.52,0.0,0,0,0
588,BP,0,1.76,0.0,0,0,0
59,BP,0,1.75,0.0,0,0,0
5908,BP,0,1.7,0.0,0,0,0
5909,BP,0,1.76,0.0,0,0,0
5921,BP,0,1.6,0.0,0,0,0
5931,BP,0,1.66,0.0,0,0,0
5954,BP,0,1.74,0.0,0,0,0
5987,BP,0,1.73,0.0,0,0,0
6037,BP,0,1.66,0.0,0,0,0
6396,BP,0,1.41,0.0,0,0,0
6845,BP,0,1.66,0.0,0,0,0
6945,BP,0,1.66,0.0,0,0,0
6951,BP,0,1.55,0.0,0,0,0
699,BP,0,1.52,0.0,0,0,0
6999,BP,0,1.59,0.0,0,0,0
7010,BP,0,1.48,0.0,0,0,0
7020,BP,0,1.75,0.0,0,0,0
7073,BP,0,1.42,0.0,0,0,0
7076,BP,0,1.54,0.0,0,0,0
7176,BP,0,1.8,0.0,0,0,0
7188,BP,0,1.6,0.0,0,0,0
7191,BP,0,1.58,0.0,0,0,0
7192,BP,0,1.62,0.0,0,0,0
7194,BP,0,1.68,0.0,0,0,0
7195,BP,0,1.63,0.0,0,0,0
7202,BP,0,1.41,0.0,0,0,0
7240,BP,0,1.44,0.0,0,0,0
7252,BP,0,1.65,0.0,0,0,0
7256,BP,0,1.42,0.0,0,0,0
7262,BP,0,1.49,0.0,0,0,0
7299,BP,0,1.47,0.0,0,0,0
7301,BP,0,1.72,0.0,0,0,0
7319,BP,0,1.79,0.0,0,0,0
7326,BP,0,1.67,0.0,0,0,0
7333,BP,0,1.72,0.0,0,0,0
7353,BP,0,1.61,0.0,0,0,0
7367,BP,0,1.79,0.0,0,0,0
7380,BP,0,1.76,0.0,0,0,0
7381,BP,0,1.43,0.0,0,0,0
7396,BP,0,1.62,0.0,0,0,0
7404,BP,0,1.42,0.0,0,0,0
7409,BP,0,1.48,0.0,0,0,0
7420,BP,0,1.76,0.0,0,0,0
7446,BP,0,1.4,0.0,0,0,0
7449,BP,0,1.57,0.0,0,0,0
7453,BP,0,1.4,0.0,0,0,0
7462,BP,0,1.68,0.0,0,0,0
7463,BP,0,1.68,0.0,0,0,0
7464,BP,0,1.76,0.0,0,0,0
7466,BP,0,1.68,0.0,0,0,0
7469,BP,0,1.4,0.0,0,0,0
7470,BP,0,1.45,0.0,0,0,0
7471,BP,0,1.54,0.0,0,0,0
7473,BP,0,1.74,0.0,0,0,0
7480,BP,0,1.44,0.0,0,0,0
7484,BP,0,1.44,0.0,0,0,0
7485,BP,0,1.44,0.0,0,0,0
7487,BP,0,1.58,0.0,0,0,0
7488,BP,0,1.76,0.0,0,0,0
7495,BP,0,1.67,0.0,0,0,0
759,BP,0,1.8,0.0,0,0,0
7616,BP,0,1.73,0.0,0,0,0
7625,BP,0,1.42,0.0,0,0,0
7628,BP,0,1.55,0.0,0,0,0
7652,BP,0,1.41,0.0,0,0,0
7653,BP,0,1.63,0.0,0,0,0
7661,BP,0,1.51,0.0,0,0,0
767,BP,0,1.65,0.0,0,0,0
7676,BP,0,1.78,0.0,0,0,0
7678,BP,0,1.61,0.0,0,0,0
7689,BP,0,1.62,0.0,0,0,0
7693,BP,0,1.53,0.0,0,0,0
7694,BP,0,1.77,0.0,0,0,0
7696,BP,0,1.71,0.0,0,0,0
7698,BP,0,1.45,0.0,0,0,0
7699,BP,0,1.48,0.0,0,0,0
7706,BP,0,1.49,0.0,0,0,0
7707,BP,0,1.79,0.0,0,0,0
7715,BP,0,1.69,0.0,0,0,0
7716,BP,0,1.5,0.0,0,0,0
7719,BP,0,1.75,0.0,0,0,0
7726,BP,0,1.51,0.0,0,0,0
7727,BP,0,1.47,0.0,0,0,0
7731,BP,0,1.53,0.0,0,0,0
7735,BP,0,1.64,0.0,0,0,0
7738,BP,0,1.73,0.0,0,0,0
7746,BP,0,1.8,0.0,0,0,0
7748,BP,0,1.42,0.0,0,0,0
7749,BP,0,1.62,0.0,0,0,0
7750,BP,0,1.42,0.0,0,0,0
7753,BP,0,1.79,0.0,0,0,0
7754,BP,0,1.49,0.0,0,0,0
7759,BP,0,1.43,0.0,0,0,0
7760,BP,0,1.56,0.0,0,0,0
7764,BP,0,1.73,0.0,0,0,0
7768,BP,0,1.42,0.0,0,0,0
7773,BP,0,1.73,0.0,0,0,0
7774,BP,0,1.58,0.0,0,0,0
7780,BP,0,1.74,0.0,0,0,0
7781,BP,0,1.57,0.0,0,0,0
7782,BP,0,1.63,0.0,0,0,0
7786,BP,0,1.75,0.0,0,0,0
7787,BP,0,1.51,0.0,0,0,0
7790,BP,0,1.47,0.0,0,0,0
7793,BP,0,1.66,0.0,0,0,0
7795,BP,0,1.63,0.0,0,0,0
7808,BP,0,1.6,0.0,0,0,0
782,BP,0,1.74,0.0,0,0,0
7826,BP,0,1.63,0.0,0,0,0
7836,BP,0,1.49,0.0,0,0,0
7842,BP,0,1.66,0.0,0,0,0
7843,BP,0,1.45,0.0,0,0,0
7847,BP,0,1.63,0.0,0,0,0
7848,BP,0,1.7,0.0,0,0,0
7850,BP,0,1.62,0.0,0,0,0
7895,BP,0,1.51,0.0,0,0,0
7903,BP,0,1.44,0.0,0,0,0
8058,BP,0,1.6,0.0,0,0,0
8064,BP,0,1.51,0.0,0,0,0
810,BP,0,1.55,0.0,0,0,0
8107,BP,0,1.72,0.0,0,0,0
811,BP,0,1.52,0.0,0,0,0
817,BP,0,1.52,0.0,0,0,0
82,BP,0,1.54,0.0,0,0,0
827,BP,0,1.6,0.0,0,0,0
830,BP,0,1.46,0.0,0,0,0
8363,BP,0,1.59,0.0,0,0,0
837,BP,0,1.69,0.0,0,0,0
8467,BP,0,1.78,0.0,0,0,0
848,BP,0,1.67,0.0,0,0,0
8491,BP,0,1.52,0.0,0,0,0
8499,BP,0,1.58,0.0,0,0,0
8516,BP,0,1.72,0.0,0,0,0
8528,BP,0,1.78,0.0,0,0,0
8589,BP,0,1.51,0.0,0,0,0
8590,BP,0,1.76,0.0,0,0,0
8598,BP,0,1.75,0.0,0,0,0
8610,BP,0,1.49,0.0,0,0,0
9005,BP,0,1.66,0.0,0,0,0
920,BP,0,1.76,0.0,0,0,0
923,BP,0,1.78,0.0,0,0,0
926,BP,0,1.5,0.0,0,0,0
935,BP,0,1.64,0.0,0,0,0
939,BP,0,1.56,0.0,0,0,0
944,BP,0,1.46,0.0,0,0,0
9495,BP,0,1.65,0.0,0,0,0
9499,BP,0,1.78,0.0,0,0,0
9508,BP,0,1.47,0.0,0,0,0
9518,BP,0,1.65,0.0,0,0,0
9542,BP,0,1.69,0.0,0,0,0
9544,BP,0,1.73,0.0,0,0,0
9547,BP,0,1.44,0.0,0,0,0
9552,BP,0,1.59,0.0,0,0,0
9562,BP,0,1.7,0.0,0,0,0
9569,BP,0,1.61,0.0,0,0,0
957,BP,0,1.51,0.0,0,0,0
9575,BP,0,1.41,0.0,0,0,0
964,BP,0,1.51,0.0,0,0,0
965,BP,0,1.45,0.0,0,0,0
966,BP,0,1.68,0.0,0,0,0
970,BP,0,1.67,0.0,0,0,0
976,BP,0,1.41,0.0,0,0,0
98,BP,0,1.77,0.0,0,0,0
983,BP,0,1.52,0.0,0,0,0
986,BP,0,1.75,0.0,0,0,0
9965,BP,0,1.56,0.0,0,0,0
A005,VIVA,0,1.63,0.0,0,0,0
A019,VIVA,0,1.52,0.0,0,0,0
A022,VIVA,0,1.59,0.0,0,0,0
A045,VIVA,0,1.48,0.0,0,0,0
A047,VIVA,0,1.74,0.0,0,0,0
A058,VIVA,0,1.49,0.0,0,0,0
A072,VIVA,0,1.49,0.0,0,0,0
A074,VIVA,0,1.7,0.0,0,0,0
A084,VIVA,0,1.8,0.0,0,0,0
A107,VIVA,0,1.41,0.0,0,0,0
A115,VIVA,0,1.53,0.0,0,0,0
A117,VIVA,0,1.63,0.0,0,0,0
A149,VIVA,0,1.47,0.0,0,0,0
A150,VIVA,0,1.69,0.0,0,0,0
A153,VIVA,0,1.66,0.0,0,0,0
A157,VIVA,0,1.51,0.0,0,0,0
A176,VIVA,0,1.57,0.0,0,0,0
A200,VIVA,0,1.52,0.0,0,0,0
A204,VIVA,0,1.64,0.0,0,0,0
A205,VIVA,0,1.48,0.0,0,0,0
A218,VIVA,0,1.79,0.0,0,0,0
A234,VIVA,0,1.44,0.0,0,0,0
A235,VIVA,0,1.53,0.0,0,0,0
A262,VIVA,0,1.74,0.0,0,0,0
A268,VIVA,0,1.67,0.0,0,0,0
A271,VIVA,0,1.52,0.0,0,0,0
A291,VIVA,0,1.48,0.0,0,0,0
A296,VIVA,0,1.51,0.0,0,0,0
A301,VIVA,0,1.65,0.0,0,0,0
A305,VIVA,0,1.7,0.0,0,0,0
A307,VIVA,0,1.51,0.0,0,0,0
A316,VIVA,0,1.6,0.0,0,0,0
A320,VIVA,0,1.51,0.0,0,0,0
A328,VIVA,0,1.61,0.0,0,0,0
A331,VIVA,0,1.66,0.0,0,0,0
A347,VIVA,0,1.57,0.0,0,0,0
A356,VIVA,0,1.74,0.0,0,0,0
A362,VIVA,0,1.79,0.0,0,0,0
A388,VIVA,0,1.44,0.0,0,0,0
A392,VIVA,0,1.8,0.0,0,0,0
A399,VIVA,0,1.74,0.0,0,0,0
A400,VIVA,0,1.49,0.0,0,0,0
A402,VIVA,0,1.61,0.0,0,0,0
A403,VIVA,0,1.77,0.0,0,0,0
A404,VIVA,0,1.45,0.0,0,0,0
A408,VIVA,0,1.54,0.0,0,0,0
A421,VIVA,0,1.8,0.0,0,0,0
A425,VIVA,0,1.47,0.0,0,0,0
A426,VIVA,0,1.41,0.0,0,0,0
A427,VIVA,0,1.56,0.0,0,0,0
A429,VIVA,0,1.44,0.0,0,0,0
A432,VIVA,0,1.58,0.0,0,0,0
A435,VIVA,0,1.57,0.0,0,0,0
A436,VIVA,0,1.53,0.0,0,0,0
A441,VIVA,0,1.54,0.0,0,0,0
A442,VIVA,0,1.75,0.0,0,0,0
A446,VIVA,0,1.49,0.0,0,0,0
A454,VIVA,0,1.79,0.0,0,0,0
A465,VIVA,0,1.6,0.0,0,0,0
A470,VIVA,0,1.41,0.0,0,0,0
A471,VIVA,0,1.41,0.0,0,0,0
A501,VIVA,0,1.79,0.0,0,0,0
A510,VIVA,0,1.71,0.0,0,0,0
A511,VIVA,0,1.64,0.0,0,0,0
A512,VIVA,0,1.58,0.0,0,0,0
A521,VIVA,0,1.72,0.0,0,0,0
A533,VIVA,0,1.64,0.0,0,0,0
A539,VIVA,0,1.54,0.0,0,0,0
A542,VIVA,0,1.49,0.0,0,0,0
A546,VIVA,0,1.64,0.0,0,0,0
A550,VIVA,0,1.42,0.0,0,0,0
A557,VIVA,0,1.77,0.0,0,0,0
A563,VIVA,0,1.67,0.0,0,0,0
A566,VIVA,0,1.42,0.0,0,0,0
A580,VIVA,0,1.76,0.0,0,0,0
A598,VIVA,0,1.71,0.0,0,0,0
A606,VIVA,0,1.72,0.0,0,0,0
A607,VIVA,0,1.48,0.0,0,0,0
A619,VIVA,0,1.65,0.0,0,0,0
A628,VIVA,0,1.62,0.0,0,0,0
A640,VIVA,0,1.43,0.0,0,0,0
A649,VIVA,0,1.8,0.0,0,0,0
A656,VIVA,0,1.76,0.0,0,0,0
A670,VIVA,0,1.47,0.0,0,0,0
A678,VIVA,0,1.58,0.0,0,0,0
A712,VIVA,0,1.77,0.0,0,0,0
A718,VIVA,0,1.49,0.0,0,0,0
A719,VIVA,0,1.46,0.0,0,0,0
A721,VIVA,0,1.67,0.0,0,0,0
A723,VIVA,0,1.58,0.0,0,0,0
A728 ,VIVA,0,1.42,0.0,0,0,0
A729 ,VIVA,0,1.47,0.0,0,0,0
A730,VIVA,0,1.43,0.0,0,0,0
A749,VIVA,0,1.78,0.0,0,0,0
A750,VIVA,0,1.6,0.0,0,0,0
A751,VIVA,0,1.46,0.0,0,0,0
A799,VIVA,0,1.64,0.0,0,0,0
A900,VIVA,0,1.44,0.0,0,0,0
A901,VIVA,0,1.48,0.0,0,0,0
A905,VIVA,0,1.56,0.0,0,0,0
A906,VIVA,0,1.64,0.0,0,0,0
A907,VIVA,0,1.59,0.0,0,0,0
A936,VIVA,0,1.59,0.0,0,0,0
A980,VIVA,0,1.6,0.0,0,0,0
B055,VIVA,0,1.4,0.0,0,0,0
B089,VIVA,0,1.6,0.0,0,0,0
B402,VIVA,0,1.45,0.0,0,0,0
B442,VIVA,0,1.51,0.0,0,0,0
B498,VIVA,0,1.63,0.0,0,0,0
B502,VIVA,0,1.47,0.0,0,0,0
B517,VIVA,0,1.62,0.0,0,0,0
B518,VIVA,0,1.63,0.0,0,0,0
B540,VIVA,0,1.77,0.0,0,0,0
B541,VIVA,0,1.74,0.0,0,0,0
B542,VIVA,0,1.42,0.0,0,0,0
B544,VIVA,0,1.45,0.0,0,0,0
B573,VIVA,0,1.78,0.0,0,0,0
B681,VIVA,0,1.63,0.0,0,0,0
B715,VIVA,0,1.41,0.0,0,0,0
B767,VIVA,0,1.7,0.0,0,0,0
B770,VIVA,0,1.63,0.0,0,0,0
B777,VIVA,0,1.58,0.0,0,0,0
B782,VIVA,0,1.44,0.0,0,0,0
B806,VIVA,0,1.63,0.0,0,0,0
B812,VIVA,0,1.59,0.0,0,0,0
B814,VIVA,0,1.52,0.0,0,0,0
B907,VIVA,0,1.7,0.0,0,0,0
B915,VIVA,0,1.57,0.0,0,0,0
B933,VIVA,0,1.65,0.0,0,0,0
B938,VIVA,0,1.68,0.0,0,0,0
B950,VIVA,0,1.44,0.0,0,0,0
B997,VIVA,0,1.69,0.0,0,0,0
B998,VIVA,0,1.72,0.0,0,0,0
E098,VIVA,0,1.66,0.0,0,0,0
E202,VIVA,0,1.65,0.0,0,0,0
F007,VIVA,0,1.68,0.0,0,0,0
F025,VIVA,0,1.54,0.0,0,0,0
F035,VIVA,0,1.77,0.0,0,0,0
F042,VIVA,0,1.79,0.0,0,0,0
F050,VIVA,0,1.42,0.0,0,0,0
F053,VIVA,0,1.55,0.0,0,0,0
F071,VIVA,0,1.76,0.0,0,0,0
F086,VIVA,0,1.55,0.0,0,0,0
F087,VIVA,0,1.51,0.0,0,0,0
F089,VIVA,0,1.5,0.0,0,0,0
F111,VIVA,0,1.4,0.0,0,0,0
F127,VIVA,0,1.53,0.0,0,0,0
F128,VIVA,0,1.74,0.0,0,0,0
F138,VIVA,0,1.65,0.0,0,0,0
F160,VIVA,0,1.5,0.0,0,0,0
F163,VIVA,0,1.59,0.0,0,0,0
F173,VIVA,0,1.62,0.0,0,0,0
F174,VIVA,0,1.76,0.0,0,0,0
F204,VIVA,0,1.7,0.0,0,0,0
F210,VIVA,0,1.47,0.0,0,0,0
F211,VIVA,0,1.67,0.0,0,0,0
F240,VIVA,0,1.59,0.0,0,0,0
F246,VIVA,0,1.73,0.0,0,0,0
F249,VIVA,0,1.77,0.0,0,0,0
F252,VIVA,0,1.7,0.0,0,0,0
F255,VIVA,0,1.57,0.0,0,0,0
F256,VIVA,0,1.69,0.0,0,0,0
F257,VIVA,0,1.57,0.0,0,0,0
F258,VIVA,0,1.46,0.0,0,0,0
F261,VIVA,0,1.74,0.0,0,0,0
F269,VIVA,0,1.69,0.0,0,0,0
F270,VIVA,0,1.58,0.0,0,0,0
F272,VIVA,0,1.77,0.0,0,0,0
F273,VIVA,0,1.45,0.0,0,0,0
F276,VIVA,0,1.59,0.0,0,0,0
F277,VIVA,0,1.68,0.0,0,0,0
F278,VIVA,0,1.67,0.0,0,0,0
F279,VIVA,0,1.47,0.0,0,0,0
F281,VIVA,0,1.77,0.0,0,0,0
F282,VIVA,0,1.73,0.0,0,0,0
F284,VIVA,0,1.77,0.0,0,0,0
F286,VIVA,0,1.5,0.0,0,0,0
F288,VIVA,0,1.5,0.0,0,0,0
F293,VIVA,0,1.65,0.0,0,0,0
F296,VIVA,0,1.8,0.0,0,0,0
F305,VIVA,0,1.58,0.0,0,0,0
F309,VIVA,0,1.77,0.0,0,0,0
F310,VIVA,0,1.44,0.0,0,0,0
F311,VIVA,0,1.58,0.0,0,0,0
F312,VIVA,0,1.66,0.0,0,0,0
F313,VIVA,0,1.61,0.0,0,0,0
F317,VIVA,0,1.69,0.0,0,0,0
F321,VIVA,0,1.63,0.0,0,0,0
F322,VIVA,0,1.79,0.0,0,0,0
F323,VIVA,0,1.66,0.0,0,0,0
F324,VIVA,0,1.72,0.0,0,0,0
F325,VIVA,0,1.45,0.0,0,0,0
F327,VIVA,0,1.43,0.0,0,0,0
F328,VIVA,0,1.59,0.0,0,0,0
F333,VIVA,0,1.42,0.0,0,0,0
F334,VIVA,0,1.77,0.0,0,0,0
F337,VIVA,0,1.74,0.0,0,0,0
F340,VIVA,0,1.71,0.0,0,0,0
F346,VIVA,0,1.79,0.0,0,0,0
F349,VIVA,0,1.4,0.0,0,0,0
F351,VIVA,0,1.51,0.0,0,0,0
F352,VIVA,0,1.59,0.0,0,0,0
F353,VIVA,0,1.6,0.0,0,0,0
F359,VIVA,0,1.6,0.0,0,0,0
F363,VIVA,0,1.51,0.0,0,0,0
