COD_NODE1,COD_NODE2
7471,7471
7473,7473
7473,7473-1
7475,7475
7480,7480
7480,7480-1
7480,7480-2
7480,7480-3
7484,7484
7484,7484-1
7484,7484-2
7485,7485
7485,7485-1
7485,7485-2
7487,7487
7488,7488
7495,7495
7495,7495-1
7495,7495-2
759,759
759,759-1
7616,7616
7625,7625
7625,7625-1
7628,7628
7629,7629
7636,7636
7652,7652
7652,7652-1
7652,7652-2
7653,7653
7653,7653-1
7653,7653-2
7656,7656
7659,7659
7661,7661
7661,7661-1
7667,7667
7667,7667-1
767,767
767,767-1
767,767-2
7675,7675
7676,7676
7676,7676-1
7678,7678
7678,7678-1
7678,7678-2
7678,7678-3
7678,7678-4
768,768
7684,7684
7689,7689
7689,7689-1
7689,7689-2
7693,7693
7693,7693-1
7693,7693-2
7693,7693-3
7694,7694
7694,7694-1
7696,7696
7698,7698
7699,7699
7699,7699-1
7702,7702
7706,7706
7706,7706-1
7706,7706-2
7707,7707
7715,7715
7715,7715-1
7715,7715-2
7715,7715-3
7716,7716
7719,7719
7726,7726
7726,7726-1
7727,7727
7729,7729
7731,7731
7731,7731-1
7735,7735
7735,7735-1
7735,7735-2
7735,7735-3
7735,7735-4
7738,7738
7746,7746
7746,7746-1
7748,7748
7749,7749
7750,7750
7750,7750-1
7751,7751
7753,7753
7754,7754
7754,7754-1
7754,7754-2
7759,7759
7759,7759-1
7760,7760
7760,7760-1
7764,7764
7764,7764-1
7768,7768
7773,7773
7773,7773-1
7773,7773-2
7773,7773-3
7774,7774
7774,7774-1
7774,7774-2
778,778
7780,7780
7780,7780-1
7780,7780-2
7781,7781
7782,7782
7782,7782-1
7782,7782-2
7786,7786
7786,7786-1
7787,7787
7787,7787-1
7790,7790
7790,7790-1
7790,7790-2
7793,7793
7793,7793-1
7795,7795
7795,7795-1
7795,7795-2
7808,7808
7808,7808-1
7808,7808-2
7808,7808-3
782,782
7826,7826
7826,7826-1
7836,7836
7842,7842
7842,7842-1
7842,7842-2
7843,7843
7843,7843-1
7843,7843-2
7845,7845
7847,7847
7847,7847-1
7847,7847-2
7848,7848
7848,7848-1
7850,7850
7850,7850-1
7850,7850-2
7895,7895
7895,7895-1
7901,7901
7903,7903
7903,7903-1
7904,7904
8009,8009
8058,8058
8058,8058-1
8064,8064
8064,8064-1
8064,8064-2
8064,8064-3
8071,8071
8094,8094
8094,8094-1
810,810
810,810-1
810,810-2
810,810-3
810,810-4
8107,8107
8107,8107-1
8108,8108
8108,8108-1
811,811
811,811-1
811,811-2
811,811-3
817,817
817,817-1
817,817-2
82,82
827,827
827,827-1
827,827-2
830,830
830,830-1
830,830-2
8345,8345
8363,8363
8363,8363-1
8365,8365
8367,8367
837,837
8442,8442
8467,8467
8467,8467-1
848,848
848,848-1
848,848-2
8491,8491
8491,8491-1
8491,8491-2
8491,8491-3
8491,8491-4
8499,8499
8499,8499-1
8516,8516
8516,8516-1
8516,8516-2
852,852
8528,8528
8528,8528-1
8589,8589
8590,8590
8590,8590-1
8590,8590-2
8590,8590-3
8598,8598
8598,8598-1
8607,8607
8608,8608
8610,8610
8610,8610-1
8610,8610-2
868,868
9005,9005
9010,9010
9121,9121
919,919
919,919-1
920,920
920,920-1
920,920-2
920,920-3
923,923
923,923-1
926,926
926,926-1
926,926-2
935,935
935,935-1
935,935-2
939,939
939,939-1
939,939-2
944,944
944,944-1
944,944-2
944,944-3
9489,9489
9495,9495
9495,9495-1
9499,9499
9499,9499-1
9508,9508
9518,9518
9518,9518-1
9518,9518-2
9518,9518-3
9542,9542
9542,9542-1
9544,9544
9544,9544-1
9544,9544-2
9547,9547
9547,9547-1
9547,9547-2
9547,9547-3
9549,9549
9552,9552
9552,9552-1
9552,9552-2
9552,9552-3
9562,9562
9562,9562-1
9567,9567
9568,9568
9569,9569
9569,9569-1
957,957
957,957-1
9575,9575
9575,9575-1
964,964
964,964-1
964,964-2
965,965
965,965-1
965,965-2
966,966
966,966-1
966,966-2
970,970
970,970-1
9715,9715
9747,9747
976,976
976,976-1
976,976-2
98,98
98,98-1
983,983
983,983-1
983,983-2
985,985
986,986
986,986-1
9965,9965
9975,9975
A003,A003
A005,A005
A005,A005-1
A009,A009
A019,A019
A022,A022
A027,A027
A045,A045
A047,A047
A058,A058
A059,A059
A072,A072
A074,A074
A074,A074-1
A074,A074-2
A081,A081
A084,A084
A084,A084-1
A084,A084-2
A087,A087
A092,A092
A092,A092-1
A107,A107
A107,A107-1
A115,A115
A115,A115-1
A117,A117
A117,A117-1
A117,A117-2
A117,A117-3
A131,A131
A149,A149
A149,A149-1
A149,A149-2
A150,A150
A150,A150-1
A150,A150-2
A150,A150-3
A150,A150-4
A153,A153
A153,A153-1
A153,A153-2
A153,A153-3
A157,A157
A157,A157-1
A157,A157-2
A157,A157-3
A157,A157-4
A176,A176
A176,A176-1
A176,A176-2
A176,A176-3
A200,A200
A200,A200-1
A204,A204
A204,A204-1
A205,A205
A205,A205-1
A208,A208
A216,A216
A218,A218
A218,A218-1
A218,A218-2
A234,A234
A234,A234-1
A235,A235
A235,A235-1
A239,A239
A239,A239-1
A262,A262
A262,A262-1
A268,A268
A271,A271
A271,A271-1
A287,A287
A291,A291
A291,A291-1
A291,A291-2
A296,A296
A296,A296-1
A296,A296-2
A301,A301
A301,A301-1
A305,A305
A305,A305-1
A307,A307
A307,A307-1
A316,A316
A316,A316-1
A316,A316-2
A320,A320
A328,A328
A331,A331
A340,A340
A347,A347
A351,A351
A356,A356
A356,A356-1
A356,A356-2
A356,A356-3
A362,A362
A362,A362-1
A377,A377
A377,A377-1
A388,A388
A388,A388-1
A388,A388-2
A392,A392
A392,A392-1
A399,A399
A399,A399-1
A399,A399-2
A399,A399-3
A400,A400
A400,A400-1
A402,A402
A402,A402-1
A402,A402-2
A403,A403
A403,A403-1
A404,A404
A404,A404-1
A404,A404-2
A408,A408
A421,A421
A421,A421-1
A425,A425
A425,A425-1
A425,A425-2
A426,A426
A426,A426-1
A426,A426-2
A426,A426-3
A426,A426-4
A427,A427
A427,A427-1
A427,A427-2
A429,A429
A429,A429-1
A429,A429-2
A429,A429-3
A432,A432
A432,A432-1
A432,A432-2
A432,A432-3
A435,A435
A435,A435-1
A435,A435-2
A436,A436
A436,A436-1
A436,A436-2
A441,A441
A441,A441-1
A442,A442
A442,A442-1
A446,A446
A446,A446-1
A454,A454
A454,A454-1
A464,A464
A465,A465
A465,A465-1
A465,A465-2
A470,A470
A470,A470-1
A470,A470-2
A471,A471
A471,A471-1
A471,A471-2
A501,A501
A501,A501-1
A501,A501-2
A510,A510
A510,A510-1
A510,A510-2
A510,A510-3
A511,A511
A511,A511-1
A512,A512
A512,A512-1
A512,A512-2
A512,A512-3
A520,A520
A520,A520-1
A521,A521
A521,A521-1
A521,A521-2
A533,A533
A533,A533-1
A533,A533-2
A539,A539
A539,A539-1
A542,A542
A546,A546
A546,A546-1
A550,A550
A550,A550-1
A557,A557
A557,A557-1
A563,A563
A563,A563-1
A565,A565
A566,A566
A580,A580
A580,A580-1
A598,A598
A598,A598-1
A598,A598-2
A606,A606
A607,A607
A607,A607-1
A607,A607-2
A619,A619
A619,A619-1
A620,A620
A628,A628
A628,A628-1
A628,A628-2
A640,A640
A640,A640-1
A640,A640-2
A649,A649
A649,A649-1
A649,A649-2
A649,A649-3
A656,A656
A670,A670
A670,A670-1
A670,A670-2
A678,A678
A678,A678-1
A709,A709
A710,A710
A712,A712
A712,A712-1
A712,A712-2
A713,A713
A715,A715
A718,A718
A718,A718-1
A718,A718-2
A719,A719
A719,A719-1
A721,A721
A723,A723
A728 ,A728 
A728 ,A728 -1
A729 ,A729 
A729 ,A729 -1
A730,A730
A730,A730-1
A730,A730-2
A749,A749
A749,A749-1
A750,A750
A751,A751
A751,A751-1
A799,A799
A900,A900
A900,A900-1
A900,A900-2
A901,A901
A901,A901-1
A901,A901-2
A903,A903
A905,A905
A905,A905-1
A905,A905-2
A906,A906
A906,A906-1
A906,A906-2
A907,A907
A907,A907-1
A909,A909
A913,A913
A936,A936
A936,A936-1
A980,A980
A980,A980-1
B055,B055
B055,B055-1
B055,B055-2
B059,B059
B089,B089
B089,B089-1
B089,B089-2
B259,B259
B402,B402
B402,B402-1
B406,B406
B406,B406-1
B428,B428
B442,B442
B442,B442-1
B498,B498
B502,B502
B517,B517
B517,B517-1
B517,B517-2
B518,B518
B518,B518-1
B540,B540
B540,B540-1
B541,B541
B541,B541-1
B542,B542
B542,B542-1
B544,B544
B544,B544-1
B559,B559
B573,B573
B573,B573-1
B573,B573-2
B617,B617
B677,B677
B681,B681
B681,B681-1
B715,B715
B715,B715-1
B715,B715-2
B715,B715-3
B767,B767
B767,B767-1
B767,B767-2
B767,B767-3
B767,B767-4
B770,B770
B770,B770-1
B777,B777
B777,B777-1
B781,B781
B782,B782
B782,B782-1
B782,B782-2
B786,B786
B800,B800
B806,B806
B812,B812
B812,B812-1
B814,B814
B843,B843
B880,B880
B907,B907
B907,B907-1
B907,B907-2
B907,B907-3
B907,B907-4
B915,B915
B915,B915-1
B915,B915-2
B924,B924
B933,B933
B933,B933-1
B933,B933-2
B938,B938
B938,B938-1
B938,B938-2
B938,B938-3
B942,B942
B949,B949
B950,B950
B972,B972
B994,B994
B994,B994-1
B997,B997
B997,B997-1
B997,B997-2
B998,B998
B998,B998-1
B998,B998-2
B999,B999
E092,E092
E098,E098
E202,E202
E202,E202-1
F007,F007
F010,F010
F025,F025
F025,F025-1
F035,F035
F042,F042
F042,F042-1
F050,F050
F050,F050-1
F053,F053
F053,F053-1
F071,F071
F071,F071-1
F081,F081
F086,F086
F086,F086-1
F087,F087
F089,F089
F111,F111
F111,F111-1
F115,F115
F127,F127
F128,F128
F138,F138
F153,F153
F160,F160
F160,F160-1
F160,F160-2
F162,F162
F163,F163
F165,F165
F166,F166
F166,F166-1
F173,F173
F174,F174
F174,F174-1
F174,F174-2
F191,F191
F193,F193
F202,F202
F203,F203
F204,F204
F210,F210
F210,F210-1
F211,F211
F221,F221
F228,F228
F240,F240
F240,F240-1
F240,F240-2
F242,F242
F246,F246
F249,F249
F249,F249-1
F252,F252
F252,F252-1
F254,F254
F255,F255
F255,F255-1
F256,F256
F256,F256-1
F257,F257
F257,F257-1
F258,F258
F258,F258-1
F261,F261
F264,F264
F269,F269
F269,F269-1
F270,F270
F270,F270-1
F272,F272
F272,F272-1
F273,F273
F273,F273-1
F276,F276
F277,F277
F277,F277-1
F278,F278
F278,F278-1
F278,F278-2
F279,F279
F279,F279-1
F279,F279-2
F281,F281
F281,F281-1
F282,F282
F282,F282-1
F282,F282-2
F283,F283
F283,F283-1
F284,F284
F284,F284-1
F284,F284-2
F285,F285
F286,F286
F287,F287
F288,F288
F288,F288-1
F293,F293
F294,F294
F296,F296
F296,F296-1
F297,F297
F301,F301
F304,F304
F305,F305
F305,F305-1
F309,F309
F309,F309-1
F310,F310
F311,F311
F311,F311-1
F312,F312
F312,F312-1
F313,F313
F313,F313-1
F313,F313-2
F314,F314
F317,F317
F318,F318
F318,F318-1
F320,F320
F321,F321
F321,F321-1
F322,F322
F322,F322-1
F323,F323
F324,F324
F325,F325
F325,F325-1
F326,F326
F327,F327
F327,F327-1
F328,F328
F333,F333
F334,F334
F337,F337
F337,F337-1
F337,F337-2
F340,F340
F340,F340-1
F340,F340-2
F346,F346
F348,F348
F349,F349
F349,F349-1
F350,F350
F351,F351
F352,F352
F353,F353
F359,F359
F359,F359-1
F363,F363
F363,F363-1
F363,F363-2
F364,F364
F370,F370
F390,F390
F394,F394
F394,F394-1
F397,F397
F399,F399
F418,F418
F423,F423
F444,F444
F468,F468
F488,F488
F488,F488-1
F488,F488-2
F497,F497
F497,F497-1
F497,F497-2
F501,F501
F501,F501-1
F506,F506
F506,F506-1
F612,F612
F629,F629
F629,F629-1
F635,F635
F635,F635-1
F712,F712
F712,F712-1
F712,F712-2
F722,F722
F731,F731
F731,F731-1
F731,F731-2
F742,F742
F742,F742-1
F743,F743
F743,F743-1
G004,G004
G004,G004-1
G004,G004-2
G209,G209
G209,G209-1
G261,G261
G302,G302
G303,G303
G324,G324
G324,G324-1
G342,G342
G344,G344
G344,G344-1
G344,G344-2
G347,G347
G347,G347-1
G348,G348
G348,G348-1
G350,G350
G350,G350-1
G353,G353
G353,G353-1
G353,G353-2
G358,G358
G373,G373
G373,G373-1
G374,G374
G386,G386
G389,G389
G403,G403
G460,G460
G522,G522
G568,G568
G601,G601
G601,G601-1
G601,G601-2
G642,G642
G642,G642-1
G642,G642-2
G684,G684
G696,G696
G709,G709
G709,G709-1
G747,G747
G790,G790
G790,G790-1
G793,G793
G793,G793-1
G829,G829
G854,G854
G857,G857
G861,G861
G861,G861-1
G888,G888
G904,G904
G949,G949
G949,G949-1
G963,G963
G963,G963-1
G968,G968
H903,H903
H903,H903-1
H928,H928
H928,H928-1
J007,J007
J007,J007-1
J039,J039
J039,J039-1
J040,J040
J040,J040-1
J041,J041
J041,J041-1
J048,J048
J048,J048-1
J050,J050
J050,J050-1
J050,J050-2
J127,J127
J127,J127-1
J141,J141
J141,J141-1
J141,J141-2
J141,J141-3
J161,J161
J161,J161-1
J167,J167
J167,J167-1
J210,J210
J210,J210-1
J222,J222
J222,J222-1
J222,J222-2
J222,J222-3
J232,J232
J266,J266
J283,J283
J283,J283-1
J283,J283-2
J286,J286
J286,J286-1
J286,J286-2
J290,J290
J290,J290-1
J290,J290-2
J292,J292
J292,J292-1
J292,J292-2
J294,J294
J294,J294-1
J294,J294-2
J335,J335
J367,J367
J367,J367-1
J367,J367-2
J382,J382
J382,J382-1
J382,J382-2
J391,J391
J391,J391-1
J395,J395
J395,J395-1
J415,J415
J415,J415-1
J416,J416
J416,J416-1
J417,J417
J420,J420
J420,J420-1
J420,J420-2
J427,J427
J427,J427-1
J428,J428
J429,J429
J430,J430
J430,J430-1
J430,J430-2
J437,J437
J437,J437-1
J437,J437-2
J470,J470
J470,J470-1
J481,J481
J481,J481-1
J490,J490
J490,J490-1
J490,J490-2
J495,J495
J495,J495-1
J506,J506
J515,J515
J515,J515-1
J515,J515-2
J526,J526
J536,J536
J536,J536-1
J536,J536-2
J538,J538
J538,J538-1
J542,J542
J542,J542-1
J542,J542-2
J549,J549
J558,J558
J558,J558-1
J605,J605
J615,J615
J623,J623
J623,J623-1
J623,J623-2
J623,J623-3
J635,J635
J652,J652
J652,J652-1
J652,J652-2
J652,J652-3
J663,J663
J663,J663-1
J692,J692
J692,J692-1
J692,J692-2
J692,J692-3
J695,J695
J695,J695-1
J783,J783
J783,J783-1
J791,J791
J804,J804
J804,J804-1
J810,J810
J810,J810-1
J810,J810-2
J810,J810-3
J811,J811
J812,J812
J813,J813
J813,J813-1
J813,J813-2
J813,J813-3
J816,J816
J817,J817
J819,J819
J820,J820
J822,J822
J822,J822-1
J823,J823
J823,J823-1
J823,J823-2
J831,J831
J831,J831-1
J832,J832
J833,J833
J833,J833-1
J834,J834
K132,K132
K642,K642
K642,K642-1
K710,K710
K718,K718
K718,K718-1
K772,K772
K930,K930
K935,K935
K936,K936
K937,K937
K937,K937-1
K938,K938
K938,K938-1
M216,M216
OWN-1101,OWN-1101
OWN-1101,OWN-1101-1
OWN-141,OWN-141
OWN-141,OWN-141-1
OWN-1490,OWN-1490
OWN-1490,OWN-1490-1
OWN-1490,OWN-1490-2
OWN-1490,OWN-1490-3
OWN-2252,OWN-2252
OWN-2252,OWN-2252-1
OWN-2252,OWN-2252-2
OWN-2561,OWN-2561
OWN-2561,OWN-2561-1
OWN-2561,OWN-2561-2
OWN-274,OWN-274
OWN-274,OWN-274-1
OWN-274,OWN-274-2
OWN-3510,OWN-3510
OWN-3510,OWN-3510-1
OWN-3510,OWN-3510-2
OWN-3510,OWN-3510-3
OWN-37,OWN-37
OWN-37,OWN-37-1
OWN-37,OWN-37-2
OWN-3916,OWN-3916
OWN-4208,OWN-4208
OWN-4208,OWN-4208-1
OWN-5455,OWN-5455
OWN-5455,OWN-5455-1
OWN-5506,OWN-5506
OWN-5506,OWN-5506-1
OWN-5506,OWN-5506-2
OWN-5506,OWN-5506-3
OWN-699,OWN-699
OWN-699,OWN-699-1
OWN-7176,OWN-7176
OWN-7176,OWN-7176-1
OWN-7188,OWN-7188
OWN-7188,OWN-7188-1
OWN-7299,OWN-7299
OWN-7299,OWN-7299-1
OWN-7480,OWN-7480
OWN-7480,OWN-7480-1
OWN-7480,OWN-7480-2
OWN-7480,OWN-7480-3
OWN-7667,OWN-7667
OWN-7667,OWN-7667-1
OWN-7715,OWN-7715
OWN-7715,OWN-7715-1
OWN-7715,OWN-7715-2
OWN-7715,OWN-7715-3
OWN-7773,OWN-7773
OWN-7773,OWN-7773-1
OWN-7773,OWN-7773-2
OWN-7773,OWN-7773-3
OWN-8058,OWN-8058
OWN-8058,OWN-8058-1
OWN-8064,OWN-8064
OWN-8064,OWN-8064-1
OWN-8064,OWN-8064-2
OWN-8064,OWN-8064-3
OWN-811,OWN-811
OWN-811,OWN-811-1
OWN-811,OWN-811-2
OWN-811,OWN-811-3
OWN-8467,OWN-8467
OWN-8467,OWN-8467-1
OWN-8528,OWN-8528
OWN-8528,OWN-8528-1
OWN-8590,OWN-8590
OWN-8590,OWN-8590-1
OWN-8590,OWN-8590-2
OWN-8590,OWN-8590-3
OWN-923,OWN-923
OWN-923,OWN-923-1
OWN-926,OWN-926
