COD_NODE1,COD_NODE2
7076,7076-4
7076,7076-5
7076,7076-6
7083,7083
7083,7083-1
7101,7101
7175,7175
7176,7176
7176,7176-1
7176,7176-2
7176,7176-3
7176,7176-4
7188,7188
7188,7188-1
7188,7188-2
7188,7188-3
7188,7188-4
7188,7188-5
7191,7191
7191,7191-1
7191,7191-2
7191,7191-3
7192,7192
7192,7192-1
7192,7192-2
7192,7192-3
7194,7194
7194,7194-1
7194,7194-2
7194,7194-3
7195,7195
7195,7195-1
7195,7195-2
7195,7195-3
7195,7195-4
7195,7195-5
7196,7196
7200,7200
7200,7200-1
7200,7200-2
7202,7202
7202,7202-1
7202,7202-2
7202,7202-3
7202,7202-4
7202,7202-5
7202,7202-6
7240,7240
7240,7240-1
7240,7240-2
7240,7240-3
7240,7240-4
7240,7240-5
7243,7243
7252,7252
7252,7252-1
7252,7252-2
7256,7256
7256,7256-1
7256,7256-2
7256,7256-3
7262,7262
7262,7262-1
7262,7262-2
7262,7262-3
7262,7262-4
7262,7262-5
7262,7262-6
7282,7282
7282,7282-1
7299,7299
7299,7299-1
7299,7299-2
7299,7299-3
7301,7301
7301,7301-1
7308,7308
7308,7308-1
7308,7308-2
7310,7310
7310,7310-1
7310,7310-2
7319,7319
7319,7319-1
7319,7319-2
7319,7319-3
7319,7319-4
7326,7326
7326,7326-1
7326,7326-2
7326,7326-3
7326,7326-4
7333,7333
7333,7333-1
7333,7333-2
7353,7353
7353,7353-1
7353,7353-2
7361,7361
7361,7361-1
7367,7367
7367,7367-1
7367,7367-2
7372,7372
7372,7372-1
7372,7372-2
7380,7380
7380,7380-1
7380,7380-2
7380,7380-3
7380,7380-4
7381,7381
7381,7381-1
7381,7381-2
7381,7381-3
7396,7396
7396,7396-1
7396,7396-2
7396,7396-3
7396,7396-4
7396,7396-5
7404,7404
7404,7404-1
7404,7404-2
7409,7409
7409,7409-1
7409,7409-2
7409,7409-3
7409,7409-4
7411,7411
7411,7411-1
7411,7411-2
7419,7419
7420,7420
7420,7420-1
7420,7420-2
7420,7420-3
7420,7420-4
7420,7420-5
7439,7439
7439,7439-1
7439,7439-2
7440,7440
7440,7440-1
7446,7446
7446,7446-1
7446,7446-2
7446,7446-3
7446,7446-4
7446,7446-5
7446,7446-6
7449,7449
7449,7449-1
7449,7449-2
7449,7449-3
7449,7449-4
7449,7449-5
7453,7453
7453,7453-1
7453,7453-2
7453,7453-3
7453,7453-4
7453,7453-5
7462,7462
7463,7463
7463,7463-1
7463,7463-2
7464,7464
7464,7464-1
7466,7466
7466,7466-1
7467,7467
7468,7468
7469,7469
7469,7469-1
7469,7469-2
7470,7470
7470,7470-1
7471,7471
7471,7471-1
7473,7473
7473,7473-1
7473,7473-2
7473,7473-3
7480,7480
7480,7480-1
7480,7480-2
7480,7480-3
7480,7480-4
7484,7484
7484,7484-1
7484,7484-2
7484,7484-3
7485,7485
7485,7485-1
7485,7485-2
7485,7485-3
7487,7487
7487,7487-1
7487,7487-2
7488,7488
7488,7488-1
7488,7488-2
7495,7495
7495,7495-1
7495,7495-2
7495,7495-3
7495,7495-4
759,759
759,759-1
759,759-2
759,759-3
7616,7616
7619,7619
7625,7625
7625,7625-1
7628,7628
7628,7628-1
7628,7628-2
7629,7629
7629,7629-1
7636,7636
7636,7636-1
7649,7649
7649,7649-1
7652,7652
7652,7652-1
7652,7652-2
7652,7652-3
7652,7652-4
7652,7652-5
7653,7653
7653,7653-1
7653,7653-2
7653,7653-3
7653,7653-4
7656,7656
7656,7656-1
7659,7659
7659,7659-1
7661,7661
7661,7661-1
7661,7661-2
7661,7661-3
7663,7663
7663,7663-1
7667,7667
7667,7667-1
7667,7667-2
7667,7667-3
7667,7667-4
767,767
767,767-1
767,767-2
767,767-3
767,767-4
767,767-5
7675,7675
7676,7676
7676,7676-1
7676,7676-2
7676,7676-3
7678,7678
7678,7678-1
7678,7678-2
7678,7678-3
7678,7678-4
7678,7678-5
7678,7678-6
7678,7678-7
7678,7678-8
768,768
768,768-1
7684,7684
7684,7684-1
7684,7684-2
7684,7684-3
7689,7689
7689,7689-1
7689,7689-2
7689,7689-3
7689,7689-4
7689,7689-5
7693,7693
7693,7693-1
7693,7693-2
7693,7693-3
7694,7694
7694,7694-1
7694,7694-2
7694,7694-3
7694,7694-4
7696,7696
7697,7697
7698,7698
7698,7698-1
7698,7698-2
7699,7699
7699,7699-1
7699,7699-2
7702,7702
7706,7706
7706,7706-1
7706,7706-2
7706,7706-3
7706,7706-4
7706,7706-5
7707,7707
7708,7708
7708,7708-1
7708,7708-2
7715,7715
7715,7715-1
7715,7715-2
7715,7715-3
7716,7716
7716,7716-1
7716,7716-2
7716,7716-3
7717,7717
7717,7717-1
7719,7719
7719,7719-1
7719,7719-2
7726,7726
7726,7726-1
7726,7726-2
7726,7726-3
7726,7726-4
7727,7727
7727,7727-1
7727,7727-2
7729,7729
7729,7729-1
7729,7729-2
7731,7731
7731,7731-1
7733,7733
7733,7733-1
7733,7733-2
7734,7734
7735,7735
7735,7735-1
7735,7735-2
7735,7735-3
7735,7735-4
7735,7735-5
7735,7735-6
7735,7735-7
7735,7735-8
7738,7738
7746,7746
7746,7746-1
7746,7746-2
7748,7748
7749,7749
7749,7749-1
7750,7750
7750,7750-1
7750,7750-2
7750,7750-3
7751,7751
7753,7753
7753,7753-1
7754,7754
7754,7754-1
7754,7754-2
7754,7754-3
7755,7755
7759,7759
7759,7759-1
7759,7759-2
7759,7759-3
7760,7760
7760,7760-1
7760,7760-2
7760,7760-3
7764,7764
7764,7764-1
7764,7764-2
7768,7768
7768,7768-1
7768,7768-2
7773,7773
7773,7773-1
7773,7773-2
7773,7773-3
7773,7773-4
7773,7773-5
7773,7773-6
7774,7774
7774,7774-1
7774,7774-2
7774,7774-3
7774,7774-4
7774,7774-5
7774,7774-6
7775,7775
7775,7775-1
778,778
778,778-1
7780,7780
7780,7780-1
7780,7780-2
7780,7780-3
7780,7780-4
7780,7780-5
7781,7781
7781,7781-1
7781,7781-2
7781,7781-3
7782,7782
7782,7782-1
7782,7782-2
7782,7782-3
7782,7782-4
7782,7782-5
7786,7786
7786,7786-1
7786,7786-2
7786,7786-3
7787,7787
7787,7787-1
7787,7787-2
7787,7787-3
7787,7787-4
7788,7788
7790,7790
7790,7790-1
7790,7790-2
7790,7790-3
7790,7790-4
7790,7790-5
7793,7793
7793,7793-1
7793,7793-2
7793,7793-3
7793,7793-4
7795,7795
7795,7795-1
7795,7795-2
7795,7795-3
7795,7795-4
780,780
780,780-1
7808,7808
7808,7808-1
7808,7808-2
7808,7808-3
7808,7808-4
7808,7808-5
7808,7808-6
7808,7808-7
782,782
782,782-1
7824,7824
7824,7824-1
7824,7824-2
7826,7826
7826,7826-1
7826,7826-2
7826,7826-3
7836,7836
7836,7836-1
7836,7836-2
7842,7842
7842,7842-1
7842,7842-2
7842,7842-3
7842,7842-4
7842,7842-5
7843,7843
7843,7843-1
7843,7843-2
7843,7843-3
7843,7843-4
7843,7843-5
7845,7845
7847,7847
7847,7847-1
7847,7847-2
7847,7847-3
7847,7847-4
7847,7847-5
7848,7848
7848,7848-1
7848,7848-2
7850,7850
7850,7850-1
7850,7850-2
7850,7850-3
7895,7895
7895,7895-1
7901,7901
7903,7903
7903,7903-1
7903,7903-2
7903,7903-3
7904,7904
7904,7904-1
8009,8009
8058,8058
8058,8058-1
8058,8058-2
8058,8058-3
8058,8058-4
8064,8064
8064,8064-1
8064,8064-2
8064,8064-3
8064,8064-4
8064,8064-5
8064,8064-6
8071,8071
8094,8094
8094,8094-1
8094,8094-2
8094,8094-3
8094,8094-4
8094,8094-5
810,810
810,810-1
810,810-2
810,810-3
810,810-4
810,810-5
810,810-6
810,810-7
810,810-8
8107,8107
8107,8107-1
8107,8107-2
8107,8107-3
8107,8107-4
8107,8107-5
8108,8108
8108,8108-1
8108,8108-2
8108,8108-3
811,811
811,811-1
811,811-2
811,811-3
811,811-4
811,811-5
811,811-6
811,811-7
817,817
817,817-1
817,817-2
817,817-3
817,817-4
817,817-5
82,82
82,82-1
827,827
827,827-1
827,827-2
827,827-3
827,827-4
828,828
830,830
830,830-1
830,830-2
830,830-3
830,830-4
830,830-5
831,831
8345,8345
8349,8349
8349,8349-1
8363,8363
8363,8363-1
8363,8363-2
8363,8363-3
8365,8365
8367,8367
8367,8367-1
8367,8367-2
8367,8367-3
837,837
837,837-1
837,837-2
8392,8392
8392,8392-1
8442,8442
8442,8442-1
8467,8467
8467,8467-1
8467,8467-2
8467,8467-3
8467,8467-4
848,848
848,848-1
848,848-2
848,848-3
8491,8491
8491,8491-1
8491,8491-2
8491,8491-3
8491,8491-4
8491,8491-5
8491,8491-6
8491,8491-7
8491,8491-8
8499,8499
8499,8499-1
