COD_NODE1,COD_NODE2
F322,F322
F322,F322-1
F325,F325
F325,F325-1
F327,F327
F327,F327-1
F337,F337
F337,F337-1
F340,F340
F340,F340-1
F349,F349
F349,F349-1
F359,F359
F363,F363
F418,F418
F488,F488
F488,F488-1
F497,F497
F497,F497-1
F506,F506
F506,F506-1
F629,F629
F629,F629-1
F635,F635
F635,F635-1
F731,F731
F731,F731-1
G004,G004
G324,G324
G324,G324-1
G344,G344
G344,G344-1
G347,G347
G347,G347-1
G350,G350
G350,G350-1
G353,G353
G353,G353-1
G373,G373
G709,G709
G790,G790
G790,G790-1
G793,G793
G861,G861
G861,G861-1
G949,G949
G949,G949-1
H903,H903
H903,H903-1
H928,H928
H928,H928-1
J007,J007
J007,J007-1
J039,J039
J040,J040
J041,J041
J048,J048
J050,J050
J127,J127
J127,J127-1
J141,J141
J161,J161
J167,J167
J210,J210
J222,J222
J222,J222-1
J283,J283
J283,J283-1
J286,J286
J286,J286-1
J290,J290
J290,J290-1
J292,J292
J292,J292-1
J294,J294
J294,J294-1
J335,J335
J367,J367
J382,J382
J382,J382-1
J395,J395
J415,J415
J416,J416
J420,J420
J420,J420-1
J427,J427
J427,J427-1
J429,J429
J430,J430
J430,J430-1
J437,J437
J470,J470
J490,J490
J490,J490-1
J495,J495
J495,J495-1
J515,J515
J515,J515-1
J526,J526
J536,J536
J538,J538
J542,J542
J542,J542-1
J549,J549
J558,J558
J623,J623
J623,J623-1
J635,J635
J652,J652
J652,J652-1
J663,J663
J692,J692
J695,J695
J783,J783
J810,J810
J813,J813
J822,J822
J823,J823
J823,J823-1
J831,J831
J831,J831-1
J833,J833
J833,J833-1
J834,J834
K710,K710
K718,K718
K930,K930
K936,K936
K937,K937
K938,K938
OWN-1101,OWN-1101
OWN-141,OWN-141
OWN-1490,OWN-1490
OWN-1490,OWN-1490-1
OWN-2252,OWN-2252
OWN-2252,OWN-2252-1
OWN-2252,OWN-2252-2
OWN-2561,OWN-2561
OWN-274,OWN-274
OWN-274,OWN-274-1
OWN-3510,OWN-3510
OWN-3510,OWN-3510-1
OWN-37,OWN-37
OWN-37,OWN-37-1
OWN-4208,OWN-4208
OWN-4208,OWN-4208-1
OWN-699,OWN-699
OWN-699,OWN-699-1
OWN-7176,OWN-7176
OWN-7176,OWN-7176-1
OWN-7299,OWN-7299
OWN-7299,OWN-7299-1
OWN-7480,OWN-7480
OWN-7667,OWN-7667
OWN-7667,OWN-7667-1
OWN-7773,OWN-7773
OWN-7773,OWN-7773-1
OWN-7773,OWN-7773-2
OWN-8058,OWN-8058
OWN-8058,OWN-8058-1
OWN-8064,OWN-8064
OWN-811,OWN-811
OWN-811,OWN-811-1
OWN-811,OWN-811-2
OWN-811,OWN-811-3
OWN-8528,OWN-8528
OWN-8590,OWN-8590
OWN-923,OWN-923
OWN-926,OWN-926
OWN-926,OWN-926-1
OWN-9575,OWN-9575
OWN-965,OWN-965
OWN-965,OWN-965-1
OWN-970,OWN-970
OWN-970,OWN-970-1
OWN-A218,OWN-A218
OWN-A218,OWN-A218-1
OWN-A403,OWN-A403
OWN-A441,OWN-A441
OWN-A441,OWN-A441-1
OWN-A441,OWN-A441-2
OWN-A441,OWN-A441-3
OWN-B517,OWN-B517
OWN-B517,OWN-B517-1
OWN-F050,OWN-F050
OWN-F050,OWN-F050-1
OWN-F242,OWN-F242
OWN-G793,OWN-G793
OWN-K936,OWN-K936
OWN-X199,OWN-X199
OWN-X214,OWN-X214
X007,X007
X007,X007-1
X007,X007-2
X031,X031
X037,X037
X037,X037-1
X037,X037-2
X038,X038
X039,X039
X041,X041
X041,X041-1
X041,X041-2
X042,X042
X042,X042-1
X049,X049
X049,X049-1
X049,X049-2
X082,X082
X082,X082-1
X089,X089
X096,X096
X096,X096-1
X098,X098
X098,X098-1
X101,X101
X101,X101-1
X111,X111
X111,X111-1
X122,X122
X122,X122-1
X123,X123
X137,X137
X152,X152
X153,X153
X155,X155
X158,X158
X158,X158-1
X175,X175
X175,X175-1
X175,X175-2
X195,X195
X199,X199
X207,X207
X208,X208
X208,X208-1
X214,X214
X263,X263
X270,X270
X281,X281
X284,X284
X287,X287
X288,X288
X290,X290
j824,j824
