COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles
0.65LKM-1200L,45,1200,1,1
0.42LKM-600L,46,600,1,8
0.55LKM-800L,46,800,1,5
0.58LKM-1000L,46,1000,1,6
0.65LKM-1200L,46,1200,1,1
0.546LKM-600L,46,600,1,5
0.42LKM-600L,47,600,1,1
0.55LKM-800L,47,800,1,1
0.58LKM-1000L,47,1000,1,8
0.65LKM-1200L,47,1200,1,8
0.546LKM-600L,47,600,1,3
0.42LKM-600L,48,600,1,6
0.55LKM-800L,48,800,1,1
0.58LKM-1000L,48,1000,1,1
0.65LKM-1200L,48,1200,1,9
0.546LKM-600L,48,600,1,5
0.42LKM-600L,49,600,1,8
0.55LKM-800L,49,800,1,1
0.58LKM-1000L,49,1000,1,5
0.65LKM-1200L,49,1200,1,2
0.546LKM-600L,49,600,1,3
0.42LKM-600L,5,600,1,4
0.55LKM-800L,5,800,1,3
0.58LKM-1000L,5,1000,1,1
0.65LKM-1200L,5,1200,1,1
0.546LKM-600L,5,600,1,2
0.42LKM-600L,50,600,1,4
0.55LKM-800L,50,800,1,9
0.58LKM-1000L,50,1000,1,12
0.65LKM-1200L,50,1200,1,6
0.42LKM-600L,51,600,1,9
0.55LKM-800L,51,800,1,1
0.58LKM-1000L,51,1000,1,4
0.65LKM-1200L,51,1200,1,4
0.546LKM-600L,51,600,1,3
0.42LKM-600L,52,600,1,8
0.55LKM-800L,52,800,1,6
0.58LKM-1000L,52,1000,1,3
0.65LKM-1200L,52,1200,1,1
0.42LKM-600L,53,600,1,3
0.55LKM-800L,53,800,1,1
0.58LKM-1000L,53,1000,1,10
0.65LKM-1200L,53,1200,1,5
0.546LKM-600L,53,600,1,3
0.42LKM-600L,54,600,1,11
0.55LKM-800L,54,800,1,1
0.58LKM-1000L,54,1000,1,12
0.65LKM-1200L,54,1200,1,9
0.546LKM-600L,54,600,1,2
0.42LKM-600L,55,600,1,8
0.55LKM-800L,55,800,1,4
0.58LKM-1000L,55,1000,1,6
0.65LKM-1200L,55,1200,1,2
0.546LKM-600L,55,600,1,4
0.42LKM-600L,56,600,1,5
0.55LKM-800L,56,800,1,1
0.58LKM-1000L,56,1000,1,5
0.65LKM-1200L,56,1200,1,8
0.546LKM-600L,56,600,1,2
0.42LKM-600L,57,600,1,4
0.55LKM-800L,57,800,1,9
0.58LKM-1000L,57,1000,1,9
0.65LKM-1200L,57,1200,1,11
0.546LKM-600L,57,600,1,6
0.42LKM-600L,58,600,1,8
0.55LKM-800L,58,800,1,3
0.58LKM-1000L,58,1000,1,7
0.65LKM-1200L,58,1200,1,11
0.546LKM-600L,58,600,1,1
0.42LKM-600L,59,600,1,3
0.55LKM-800L,59,800,1,5
0.58LKM-1000L,59,1000,1,11
0.65LKM-1200L,59,1200,1,2
0.546LKM-600L,59,600,1,4
0.42LKM-600L,6,600,1,2
0.55LKM-800L,6,800,1,10
0.58LKM-1000L,6,1000,1,7
0.65LKM-1200L,6,1200,1,25
0.546LKM-600L,6,600,1,6
0.42LKM-600L,60,600,1,3
0.55LKM-800L,60,800,1,1
0.58LKM-1000L,60,1000,1,20
0.65LKM-1200L,60,1200,1,15
0.546LKM-600L,60,600,1,5
0.42LKM-600L,61,600,1,10
0.55LKM-800L,61,800,1,5
0.58LKM-1000L,61,1000,1,4
0.65LKM-1200L,61,1200,1,13
0.546LKM-600L,61,600,1,5
0.42LKM-600L,62,600,1,6
0.55LKM-800L,62,800,1,2
0.58LKM-1000L,62,1000,1,5
0.65LKM-1200L,62,1200,1,2
0.546LKM-600L,62,600,1,1
0.42LKM-600L,63,600,1,7
0.55LKM-800L,63,800,1,6
0.58LKM-1000L,63,1000,1,7
0.65LKM-1200L,63,1200,1,7
0.546LKM-600L,63,600,1,2
0.42LKM-600L,64,600,1,6
0.55LKM-800L,64,800,1,1
0.58LKM-1000L,64,1000,1,5
0.65LKM-1200L,64,1200,1,4
0.546LKM-600L,64,600,1,1
0.42LKM-600L,65,600,1,2
0.55LKM-800L,65,800,1,3
0.58LKM-1000L,65,1000,1,4
0.65LKM-1200L,65,1200,1,5
0.546LKM-600L,65,600,1,5
0.42LKM-600L,66,600,1,6
0.55LKM-800L,66,800,1,1
0.58LKM-1000L,66,1000,1,6
0.65LKM-1200L,66,1200,1,7
0.546LKM-600L,66,600,1,4
0.42LKM-600L,67,600,1,5
0.55LKM-800L,67,800,1,3
0.58LKM-1000L,67,1000,1,1
0.65LKM-1200L,67,1200,1,4
0.546LKM-600L,67,600,1,1
0.42LKM-600L,68,600,1,1
0.55LKM-800L,68,800,1,3
0.58LKM-1000L,68,1000,1,5
0.65LKM-1200L,68,1200,1,3
0.546LKM-600L,68,600,1,1
0.42LKM-600L,69,600,1,6
0.55LKM-800L,69,800,1,6
0.58LKM-1000L,69,1000,1,1
0.65LKM-1200L,69,1200,1,7
0.546LKM-600L,69,600,1,4
0.42LKM-600L,7,600,1,1
0.55LKM-800L,7,800,1,5
0.58LKM-1000L,7,1000,1,7
0.65LKM-1200L,7,1200,1,7
0.546LKM-600L,7,600,1,2
0.42LKM-600L,70,600,1,11
0.55LKM-800L,70,800,1,6
0.58LKM-1000L,70,1000,1,11
0.65LKM-1200L,70,1200,1,6
0.546LKM-600L,70,600,1,7
0.42LKM-600L,71,600,1,6
0.55LKM-800L,71,800,1,1
0.58LKM-1000L,71,1000,1,4
0.65LKM-1200L,71,1200,1,3
0.546LKM-600L,71,600,1,1
0.42LKM-600L,72,600,1,8
0.55LKM-800L,72,800,1,9
0.58LKM-1000L,72,1000,1,16
0.65LKM-1200L,72,1200,1,3
0.546LKM-600L,72,600,1,2
0.42LKM-600L,73,600,1,2
0.55LKM-800L,73,800,1,2
0.58LKM-1000L,73,1000,1,2
0.65LKM-1200L,73,1200,1,1
0.546LKM-600L,73,600,1,2
0.42LKM-600L,74,600,1,3
0.55LKM-800L,74,800,1,1
0.58LKM-1000L,74,1000,1,3
0.65LKM-1200L,74,1200,1,2
0.546LKM-600L,74,600,1,3
0.42LKM-600L,75,600,1,3
0.55LKM-800L,75,800,1,1
0.58LKM-1000L,75,1000,1,14
0.65LKM-1200L,75,1200,1,11
0.546LKM-600L,75,600,1,3
0.42LKM-600L,76,600,1,17
0.55LKM-800L,76,800,1,3
0.58LKM-1000L,76,1000,1,11
0.65LKM-1200L,76,1200,1,29
0.546LKM-600L,76,600,1,2
0.42LKM-600L,77,600,1,3
0.55LKM-800L,77,800,1,14
0.58LKM-1000L,77,1000,1,1
0.65LKM-1200L,77,1200,1,30
0.546LKM-600L,77,600,1,4
0.42LKM-600L,78,600,1,7
0.55LKM-800L,78,800,1,10
0.58LKM-1000L,78,1000,1,1
0.65LKM-1200L,78,1200,1,24
0.546LKM-600L,78,600,1,8
0.42LKM-600L,79,600,1,5
0.55LKM-800L,79,800,1,6
0.58LKM-1000L,79,1000,1,9
0.65LKM-1200L,79,1200,1,7
0.546LKM-600L,79,600,1,1
0.42LKM-600L,8,600,1,5
0.55LKM-800L,8,800,1,11
0.58LKM-1000L,8,1000,1,15
0.65LKM-1200L,8,1200,1,4
0.546LKM-600L,8,600,1,5
0.42LKM-600L,80,600,1,10
0.55LKM-800L,80,800,1,10
0.58LKM-1000L,80,1000,1,8
0.65LKM-1200L,80,1200,1,10
0.546LKM-600L,80,600,1,6
0.42LKM-600L,81,600,1,5
0.55LKM-800L,81,800,1,4
0.58LKM-1000L,81,1000,1,3
0.65LKM-1200L,81,1200,1,4
0.546LKM-600L,81,600,1,1
0.42LKM-600L,82,600,1,4
0.55LKM-800L,82,800,1,5
0.58LKM-1000L,82,1000,1,2
0.65LKM-1200L,82,1200,1,1
0.546LKM-600L,82,600,1,3
0.42LKM-600L,83,600,1,2
0.55LKM-800L,83,800,1,5
0.58LKM-1000L,83,1000,1,9
0.65LKM-1200L,83,1200,1,7
0.546LKM-600L,83,600,1,2
0.42LKM-600L,84,600,1,2
0.55LKM-800L,84,800,1,2
0.58LKM-1000L,84,1000,1,1
0.65LKM-1200L,84,1200,1,3
0.546LKM-600L,84,600,1,1
0.42LKM-600L,85,600,1,6
0.55LKM-800L,85,800,1,8
0.58LKM-1000L,85,1000,1,10
0.65LKM-1200L,85,1200,1,6
0.546LKM-600L,85,600,1,1
0.42LKM-600L,86,600,1,6
0.55LKM-800L,86,800,1,2
0.58LKM-1000L,86,1000,1,2
0.65LKM-1200L,86,1200,1,2
0.546LKM-600L,86,600,1,1
0.42LKM-600L,87,600,1,9
0.55LKM-800L,87,800,1,4
0.58LKM-1000L,87,1000,1,5
0.65LKM-1200L,87,1200,1,3
0.546LKM-600L,87,600,1,3
0.42LKM-600L,88,600,1,6
0.55LKM-800L,88,800,1,1
0.58LKM-1000L,88,1000,1,8
0.65LKM-1200L,88,1200,1,1
0.546LKM-600L,88,600,1,1
0.42LKM-600L,89,600,1,7
0.55LKM-800L,89,800,1,7
0.58LKM-1000L,89,1000,1,8
0.65LKM-1200L,89,1200,1,6
0.546LKM-600L,89,600,1,2
0.42LKM-600L,9,600,1,2
0.55LKM-800L,9,800,1,2
0.58LKM-1000L,9,1000,1,20
0.65LKM-1200L,9,1200,1,35
0.546LKM-600L,9,600,1,1
0.42LKM-600L,90,600,1,12
0.55LKM-800L,90,800,1,5
0.58LKM-1000L,90,1000,1,5
0.65LKM-1200L,90,1200,1,1
0.546LKM-600L,90,600,1,5
0.42LKM-600L,91,600,1,10
0.55LKM-800L,91,800,1,1
0.58LKM-1000L,91,1000,1,12
0.65LKM-1200L,91,1200,1,6
0.546LKM-600L,91,600,1,4
0.42LKM-600L,92,600,1,6
0.55LKM-800L,92,800,1,2
0.58LKM-1000L,92,1000,1,4
0.65LKM-1200L,92,1200,1,6
0.546LKM-600L,92,600,1,5
0.42LKM-600L,93,600,1,11
0.55LKM-800L,93,800,1,11
0.58LKM-1000L,93,1000,1,13
0.65LKM-1200L,93,1200,1,19
0.546LKM-600L,93,600,1,1
0.42LKM-600L,94,600,1,6
0.55LKM-800L,94,800,1,12
0.58LKM-1000L,94,1000,1,10
0.65LKM-1200L,94,1200,1,6
0.546LKM-600L,94,600,1,2
0.42LKM-600L,95,600,1,5
0.55LKM-800L,95,800,1,7
0.58LKM-1000L,95,1000,1,10
0.65LKM-1200L,95,1200,1,10
0.546LKM-600L,95,600,1,2
0.42LKM-600L,96,600,1,1
0.55LKM-800L,96,800,1,8
0.58LKM-1000L,96,1000,1,3
0.65LKM-1200L,96,1200,1,2
0.546LKM-600L,96,600,1,1
0.42LKM-600L,97,600,1,4
0.55LKM-800L,97,800,1,1
0.58LKM-1000L,97,1000,1,4
0.65LKM-1200L,97,1200,1,1
0.546LKM-600L,97,600,1,1
0.42LKM-600L,98,600,1,3
0.55LKM-800L,98,800,1,9
0.58LKM-1000L,98,1000,1,2
0.65LKM-1200L,98,1200,1,26
0.546LKM-600L,98,600,1,4
0.42LKM-600L,99,600,1,15
0.55LKM-800L,99,800,1,2
0.58LKM-1000L,99,1000,1,15
0.65LKM-1200L,99,1200,1,23
0.546LKM-600L,99,600,1,7
