COD_NODE,COD_SUPPLIER,isPotential,pPriceOriginal,pLocationCost,pStationCapacity,pStationUnitCapacity,pCostUnitCapacity
1671,VIVA,0,1.78,0.0,0,0,0
1672,VIVA,0,1.69,0.0,0,0,0
1677,VIVA,0,1.72,0.0,0,0,0
1802,VIVA,0,1.62,0.0,0,0,0
1837,VIVA,0,1.67,0.0,0,0,0
1967,VIVA,0,1.41,0.0,0,0,0
1977,VIVA,0,1.5,0.0,0,0,0
1979,VIVA,0,1.55,0.0,0,0,0
2143,VIVA,0,1.52,0.0,0,0,0
2183,VIVA,0,1.66,0.0,0,0,0
2199,VIVA,0,1.56,0.0,0,0,0
2204,VIVA,0,1.78,0.0,0,0,0
2209,VIVA,0,1.54,0.0,0,0,0
2210,VIVA,0,1.45,0.0,0,0,0
2212,VIVA,0,1.55,0.0,0,0,0
2216,VIVA,0,1.74,0.0,0,0,0
2220,VIVA,0,1.74,0.0,0,0,0
2221,VIVA,0,1.69,0.0,0,0,0
2226,VIVA,0,1.67,0.0,0,0,0
2231,VIVA,0,1.66,0.0,0,0,0
2233,VIVA,0,1.67,0.0,0,0,0
2241,VIVA,0,1.58,0.0,0,0,0
2246,VIVA,0,1.6,0.0,0,0,0
2249,VIVA,0,1.41,0.0,0,0,0
2252,VIVA,0,1.7,0.0,0,0,0
2259,VIVA,0,1.58,0.0,0,0,0
2260,VIVA,0,1.62,0.0,0,0,0
2265,VIVA,0,1.72,0.0,0,0,0
2266,VIVA,0,1.66,0.0,0,0,0
2267,VIVA,0,1.67,0.0,0,0,0
2268,VIVA,0,1.52,0.0,0,0,0
2277,VIVA,0,1.49,0.0,0,0,0
2279,VIVA,0,1.77,0.0,0,0,0
2284,VIVA,0,1.65,0.0,0,0,0
2291,VIVA,0,1.52,0.0,0,0,0
2292,VIVA,0,1.51,0.0,0,0,0
2296,VIVA,0,1.4,0.0,0,0,0
2328,VIVA,0,1.59,0.0,0,0,0
2330,VIVA,0,1.47,0.0,0,0,0
2404,VIVA,0,1.76,0.0,0,0,0
2452,VIVA,0,1.63,0.0,0,0,0
2493,VIVA,0,1.49,0.0,0,0,0
250,VIVA,0,1.49,0.0,0,0,0
2550,VIVA,0,1.5,0.0,0,0,0
2561,VIVA,0,1.4,0.0,0,0,0
2565,VIVA,0,1.42,0.0,0,0,0
2572,VIVA,0,1.72,0.0,0,0,0
2644,VIVA,0,1.75,0.0,0,0,0
271,VIVA,0,1.43,0.0,0,0,0
272,VIVA,0,1.53,0.0,0,0,0
274,VIVA,0,1.52,0.0,0,0,0
2802,VIVA,0,1.47,0.0,0,0,0
2806,VIVA,0,1.62,0.0,0,0,0
2887,VIVA,0,1.6,0.0,0,0,0
2967,VIVA,0,1.74,0.0,0,0,0
3024,VIVA,0,1.52,0.0,0,0,0
3052,VIVA,0,1.58,0.0,0,0,0
3058,VIVA,0,1.41,0.0,0,0,0
3061,VIVA,0,1.75,0.0,0,0,0
3147,VIVA,0,1.42,0.0,0,0,0
3189,VIVA,0,1.41,0.0,0,0,0
3222,VIVA,0,1.65,0.0,0,0,0
3226,VIVA,0,1.57,0.0,0,0,0
3229,VIVA,0,1.55,0.0,0,0,0
3231,VIVA,0,1.6,0.0,0,0,0
3240,VIVA,0,1.77,0.0,0,0,0
3253,VIVA,0,1.45,0.0,0,0,0
3275,VIVA,0,1.77,0.0,0,0,0
3289,VIVA,0,1.4,0.0,0,0,0
3293,VIVA,0,1.53,0.0,0,0,0
3295,VIVA,0,1.65,0.0,0,0,0
3301,VIVA,0,1.5,0.0,0,0,0
3304,VIVA,0,1.53,0.0,0,0,0
332,VIVA,0,1.51,0.0,0,0,0
3415,VIVA,0,1.41,0.0,0,0,0
3452,VIVA,0,1.66,0.0,0,0,0
346,VIVA,0,1.52,0.0,0,0,0
347,VIVA,0,1.52,0.0,0,0,0
3510,VIVA,0,1.63,0.0,0,0,0
3600,VIVA,0,1.74,0.0,0,0,0
3662,VIVA,0,1.69,0.0,0,0,0
3673,VIVA,0,1.66,0.0,0,0,0
3682,VIVA,0,1.61,0.0,0,0,0
37,VIVA,0,1.8,0.0,0,0,0
3716,VIVA,0,1.56,0.0,0,0,0
3722,VIVA,0,1.69,0.0,0,0,0
3725,VIVA,0,1.48,0.0,0,0,0
3754,VIVA,0,1.46,0.0,0,0,0
383,VIVA,0,1.58,0.0,0,0,0
3857,VIVA,0,1.43,0.0,0,0,0
3931,VIVA,0,1.68,0.0,0,0,0
3940,VIVA,0,1.64,0.0,0,0,0
4115,VIVA,0,1.43,0.0,0,0,0
4148,VIVA,0,1.64,0.0,0,0,0
415,VIVA,0,1.72,0.0,0,0,0
4170,VIVA,0,1.6,0.0,0,0,0
4208,VIVA,0,1.58,0.0,0,0,0
4212,VIVA,0,1.69,0.0,0,0,0
4227,VIVA,0,1.62,0.0,0,0,0
4251,VIVA,0,1.4,0.0,0,0,0
4257,VIVA,0,1.73,0.0,0,0,0
4262,VIVA,0,1.52,0.0,0,0,0
4263,VIVA,0,1.61,0.0,0,0,0
4280,VIVA,0,1.47,0.0,0,0,0
4294,VIVA,0,1.64,0.0,0,0,0
4361,VIVA,0,1.73,0.0,0,0,0
4382,VIVA,0,1.62,0.0,0,0,0
4421,VIVA,0,1.77,0.0,0,0,0
4447,VIVA,0,1.61,0.0,0,0,0
4452,VIVA,0,1.46,0.0,0,0,0
4528,VIVA,0,1.76,0.0,0,0,0
465,VIVA,0,1.55,0.0,0,0,0
4696,VIVA,0,1.55,0.0,0,0,0
4728,VIVA,0,1.71,0.0,0,0,0
4878,VIVA,0,1.67,0.0,0,0,0
4888,VIVA,0,1.78,0.0,0,0,0
4995,VIVA,0,1.78,0.0,0,0,0
5057,VIVA,0,1.66,0.0,0,0,0
5222,VIVA,0,1.62,0.0,0,0,0
5362,VIVA,0,1.7,0.0,0,0,0
5413,VIVA,0,1.44,0.0,0,0,0
5435,VIVA,0,1.53,0.0,0,0,0
5436,VIVA,0,1.41,0.0,0,0,0
5477,VIVA,0,1.63,0.0,0,0,0
5478,VIVA,0,1.73,0.0,0,0,0
5508,VIVA,0,1.49,0.0,0,0,0
5520,VIVA,0,1.66,0.0,0,0,0
5549,VIVA,0,1.74,0.0,0,0,0
5567,VIVA,0,1.64,0.0,0,0,0
5582,VIVA,0,1.5,0.0,0,0,0
5586,VIVA,0,1.75,0.0,0,0,0
559,VIVA,0,1.45,0.0,0,0,0
5591,VIVA,0,1.75,0.0,0,0,0
5597,VIVA,0,1.62,0.0,0,0,0
5656,VIVA,0,1.47,0.0,0,0,0
5683,VIVA,0,1.55,0.0,0,0,0
5707,VIVA,0,1.68,0.0,0,0,0
5720,VIVA,0,1.72,0.0,0,0,0
5730,VIVA,0,1.77,0.0,0,0,0
5731,VIVA,0,1.73,0.0,0,0,0
574,VIVA,0,1.61,0.0,0,0,0
5748,VIVA,0,1.49,0.0,0,0,0
5782,VIVA,0,1.76,0.0,0,0,0
5846,VIVA,0,1.52,0.0,0,0,0
5871,VIVA,0,1.49,0.0,0,0,0
5896,VIVA,0,1.72,0.0,0,0,0
5908,VIVA,0,1.7,0.0,0,0,0
5909,VIVA,0,1.76,0.0,0,0,0
5987,VIVA,0,1.73,0.0,0,0,0
6396,VIVA,0,1.41,0.0,0,0,0
65,VIVA,0,1.49,0.0,0,0,0
6535,VIVA,0,1.6,0.0,0,0,0
6795,VIVA,0,1.53,0.0,0,0,0
6844,VIVA,0,1.72,0.0,0,0,0
685,VIVA,0,1.6,0.0,0,0,0
6945,VIVA,0,1.66,0.0,0,0,0
6951,VIVA,0,1.55,0.0,0,0,0
6989,VIVA,0,1.61,0.0,0,0,0
699,VIVA,0,1.52,0.0,0,0,0
6999,VIVA,0,1.59,0.0,0,0,0
7010,VIVA,0,1.48,0.0,0,0,0
7020,VIVA,0,1.75,0.0,0,0,0
7073,VIVA,0,1.42,0.0,0,0,0
7076,VIVA,0,1.54,0.0,0,0,0
7176,VIVA,0,1.8,0.0,0,0,0
7194,VIVA,0,1.68,0.0,0,0,0
7195,VIVA,0,1.63,0.0,0,0,0
7202,VIVA,0,1.41,0.0,0,0,0
7240,VIVA,0,1.44,0.0,0,0,0
7256,VIVA,0,1.42,0.0,0,0,0
7262,VIVA,0,1.49,0.0,0,0,0
7299,VIVA,0,1.47,0.0,0,0,0
7301,VIVA,0,1.72,0.0,0,0,0
7310,VIVA,0,1.79,0.0,0,0,0
7319,VIVA,0,1.79,0.0,0,0,0
7326,VIVA,0,1.67,0.0,0,0,0
7333,VIVA,0,1.72,0.0,0,0,0
7367,VIVA,0,1.79,0.0,0,0,0
7372,VIVA,0,1.65,0.0,0,0,0
7381,VIVA,0,1.43,0.0,0,0,0
7396,VIVA,0,1.62,0.0,0,0,0
7404,VIVA,0,1.42,0.0,0,0,0
7409,VIVA,0,1.48,0.0,0,0,0
7420,VIVA,0,1.76,0.0,0,0,0
7439,VIVA,0,1.67,0.0,0,0,0
7440,VIVA,0,1.48,0.0,0,0,0
7446,VIVA,0,1.4,0.0,0,0,0
7449,VIVA,0,1.57,0.0,0,0,0
7453,VIVA,0,1.4,0.0,0,0,0
7463,VIVA,0,1.68,0.0,0,0,0
7466,VIVA,0,1.68,0.0,0,0,0
7468,VIVA,0,1.46,0.0,0,0,0
7473,VIVA,0,1.74,0.0,0,0,0
7480,VIVA,0,1.44,0.0,0,0,0
7495,VIVA,0,1.67,0.0,0,0,0
759,VIVA,0,1.8,0.0,0,0,0
7652,VIVA,0,1.41,0.0,0,0,0
7653,VIVA,0,1.63,0.0,0,0,0
7656,VIVA,0,1.42,0.0,0,0,0
7661,VIVA,0,1.51,0.0,0,0,0
7667,VIVA,0,1.5,0.0,0,0,0
767,VIVA,0,1.65,0.0,0,0,0
7676,VIVA,0,1.78,0.0,0,0,0
7678,VIVA,0,1.61,0.0,0,0,0
7689,VIVA,0,1.62,0.0,0,0,0
7693,VIVA,0,1.53,0.0,0,0,0
7694,VIVA,0,1.77,0.0,0,0,0
7707,VIVA,0,1.79,0.0,0,0,0
7708,VIVA,0,1.68,0.0,0,0,0
7726,VIVA,0,1.51,0.0,0,0,0
7731,VIVA,0,1.53,0.0,0,0,0
7733,VIVA,0,1.53,0.0,0,0,0
7735,VIVA,0,1.64,0.0,0,0,0
7746,VIVA,0,1.8,0.0,0,0,0
7750,VIVA,0,1.42,0.0,0,0,0
7754,VIVA,0,1.49,0.0,0,0,0
7759,VIVA,0,1.43,0.0,0,0,0
7760,VIVA,0,1.56,0.0,0,0,0
7764,VIVA,0,1.73,0.0,0,0,0
7773,VIVA,0,1.73,0.0,0,0,0
7774,VIVA,0,1.58,0.0,0,0,0
7780,VIVA,0,1.74,0.0,0,0,0
7782,VIVA,0,1.63,0.0,0,0,0
7786,VIVA,0,1.75,0.0,0,0,0
7787,VIVA,0,1.51,0.0,0,0,0
7790,VIVA,0,1.47,0.0,0,0,0
7793,VIVA,0,1.66,0.0,0,0,0
7795,VIVA,0,1.63,0.0,0,0,0
7808,VIVA,0,1.6,0.0,0,0,0
7826,VIVA,0,1.63,0.0,0,0,0
7847,VIVA,0,1.63,0.0,0,0,0
7903,VIVA,0,1.44,0.0,0,0,0
7904,VIVA,0,1.78,0.0,0,0,0
8058,VIVA,0,1.6,0.0,0,0,0
8064,VIVA,0,1.51,0.0,0,0,0
8094,VIVA,0,1.75,0.0,0,0,0
810,VIVA,0,1.55,0.0,0,0,0
8108,VIVA,0,1.79,0.0,0,0,0
811,VIVA,0,1.52,0.0,0,0,0
817,VIVA,0,1.52,0.0,0,0,0
82,VIVA,0,1.54,0.0,0,0,0
827,VIVA,0,1.6,0.0,0,0,0
830,VIVA,0,1.46,0.0,0,0,0
8363,VIVA,0,1.59,0.0,0,0,0
8392,VIVA,0,1.79,0.0,0,0,0
848,VIVA,0,1.67,0.0,0,0,0
8491,VIVA,0,1.52,0.0,0,0,0
8516,VIVA,0,1.72,0.0,0,0,0
852,VIVA,0,1.44,0.0,0,0,0
8528,VIVA,0,1.78,0.0,0,0,0
8589,VIVA,0,1.51,0.0,0,0,0
8590,VIVA,0,1.76,0.0,0,0,0
8598,VIVA,0,1.75,0.0,0,0,0
8608,VIVA,0,1.4,0.0,0,0,0
8610,VIVA,0,1.49,0.0,0,0,0
920,VIVA,0,1.76,0.0,0,0,0
923,VIVA,0,1.78,0.0,0,0,0
926,VIVA,0,1.5,0.0,0,0,0
935,VIVA,0,1.64,0.0,0,0,0
939,VIVA,0,1.56,0.0,0,0,0
944,VIVA,0,1.46,0.0,0,0,0
9495,VIVA,0,1.65,0.0,0,0,0
9499,VIVA,0,1.78,0.0,0,0,0
9518,VIVA,0,1.65,0.0,0,0,0
9542,VIVA,0,1.69,0.0,0,0,0
9544,VIVA,0,1.73,0.0,0,0,0
9547,VIVA,0,1.44,0.0,0,0,0
9552,VIVA,0,1.59,0.0,0,0,0
9562,VIVA,0,1.7,0.0,0,0,0
9568,VIVA,0,1.57,0.0,0,0,0
9569,VIVA,0,1.61,0.0,0,0,0
957,VIVA,0,1.51,0.0,0,0,0
9575,VIVA,0,1.41,0.0,0,0,0
964,VIVA,0,1.51,0.0,0,0,0
965,VIVA,0,1.45,0.0,0,0,0
966,VIVA,0,1.68,0.0,0,0,0
970,VIVA,0,1.67,0.0,0,0,0
976,VIVA,0,1.41,0.0,0,0,0
98,VIVA,0,1.77,0.0,0,0,0
983,VIVA,0,1.52,0.0,0,0,0
986,VIVA,0,1.75,0.0,0,0,0
A005,VIVA,0,1.63,0.0,0,0,0
A027,VIVA,0,1.69,0.0,0,0,0
A059,VIVA,0,1.62,0.0,0,0,0
A074,VIVA,0,1.7,0.0,0,0,0
A084,VIVA,0,1.8,0.0,0,0,0
A107,VIVA,0,1.41,0.0,0,0,0
A115,VIVA,0,1.53,0.0,0,0,0
A117,VIVA,0,1.63,0.0,0,0,0
A137,VIVA,0,1.49,0.0,0,0,0
A150,VIVA,0,1.69,0.0,0,0,0
A153,VIVA,0,1.66,0.0,0,0,0
A157,VIVA,0,1.51,0.0,0,0,0
A176,VIVA,0,1.57,0.0,0,0,0
A205,VIVA,0,1.48,0.0,0,0,0
A216,VIVA,0,1.49,0.0,0,0,0
A218,VIVA,0,1.79,0.0,0,0,0
A234,VIVA,0,1.44,0.0,0,0,0
A235,VIVA,0,1.53,0.0,0,0,0
A262,VIVA,0,1.74,0.0,0,0,0
A271,VIVA,0,1.52,0.0,0,0,0
A291,VIVA,0,1.48,0.0,0,0,0
A296,VIVA,0,1.51,0.0,0,0,0
A301,VIVA,0,1.65,0.0,0,0,0
A307,VIVA,0,1.51,0.0,0,0,0
A316,VIVA,0,1.6,0.0,0,0,0
A320,VIVA,0,1.51,0.0,0,0,0
A326,VIVA,0,1.78,0.0,0,0,0
A356,VIVA,0,1.74,0.0,0,0,0
A362,VIVA,0,1.79,0.0,0,0,0
A388,VIVA,0,1.44,0.0,0,0,0
A392,VIVA,0,1.8,0.0,0,0,0
A399,VIVA,0,1.74,0.0,0,0,0
A400,VIVA,0,1.49,0.0,0,0,0
A402,VIVA,0,1.61,0.0,0,0,0
A403,VIVA,0,1.77,0.0,0,0,0
A404,VIVA,0,1.45,0.0,0,0,0
A408,VIVA,0,1.54,0.0,0,0,0
A421,VIVA,0,1.8,0.0,0,0,0
A425,VIVA,0,1.47,0.0,0,0,0
A426,VIVA,0,1.41,0.0,0,0,0
A427,VIVA,0,1.56,0.0,0,0,0
A429,VIVA,0,1.44,0.0,0,0,0
A432,VIVA,0,1.58,0.0,0,0,0
A435,VIVA,0,1.57,0.0,0,0,0
A436,VIVA,0,1.53,0.0,0,0,0
A441,VIVA,0,1.54,0.0,0,0,0
A442,VIVA,0,1.75,0.0,0,0,0
A446,VIVA,0,1.49,0.0,0,0,0
A454,VIVA,0,1.79,0.0,0,0,0
A465,VIVA,0,1.6,0.0,0,0,0
A470,VIVA,0,1.41,0.0,0,0,0
A471,VIVA,0,1.41,0.0,0,0,0
A501,VIVA,0,1.79,0.0,0,0,0
A510,VIVA,0,1.71,0.0,0,0,0
A511,VIVA,0,1.64,0.0,0,0,0
A512,VIVA,0,1.58,0.0,0,0,0
A520,VIVA,0,1.73,0.0,0,0,0
A533,VIVA,0,1.64,0.0,0,0,0
A539,VIVA,0,1.54,0.0,0,0,0
A546,VIVA,0,1.64,0.0,0,0,0
A550,VIVA,0,1.42,0.0,0,0,0
A563,VIVA,0,1.67,0.0,0,0,0
A566,VIVA,0,1.42,0.0,0,0,0
A580,VIVA,0,1.76,0.0,0,0,0
A606,VIVA,0,1.72,0.0,0,0,0
A628,VIVA,0,1.62,0.0,0,0,0
A640,VIVA,0,1.43,0.0,0,0,0
A649,VIVA,0,1.8,0.0,0,0,0
A678,VIVA,0,1.58,0.0,0,0,0
A712,VIVA,0,1.77,0.0,0,0,0
A723,VIVA,0,1.58,0.0,0,0,0
A730,VIVA,0,1.43,0.0,0,0,0
A900,VIVA,0,1.44,0.0,0,0,0
A901,VIVA,0,1.48,0.0,0,0,0
A905,VIVA,0,1.56,0.0,0,0,0
A906,VIVA,0,1.64,0.0,0,0,0
A907,VIVA,0,1.59,0.0,0,0,0
B055,VIVA,0,1.4,0.0,0,0,0
B089,VIVA,0,1.6,0.0,0,0,0
B402,VIVA,0,1.45,0.0,0,0,0
B406,VIVA,0,1.67,0.0,0,0,0
B442,VIVA,0,1.51,0.0,0,0,0
B517,VIVA,0,1.62,0.0,0,0,0
B518,VIVA,0,1.63,0.0,0,0,0
B541,VIVA,0,1.74,0.0,0,0,0
B542,VIVA,0,1.42,0.0,0,0,0
B544,VIVA,0,1.45,0.0,0,0,0
B559,VIVA,0,1.51,0.0,0,0,0
B573,VIVA,0,1.78,0.0,0,0,0
B617,VIVA,0,1.77,0.0,0,0,0
B677,VIVA,0,1.62,0.0,0,0,0
B715,VIVA,0,1.41,0.0,0,0,0
B767,VIVA,0,1.7,0.0,0,0,0
B770,VIVA,0,1.63,0.0,0,0,0
B777,VIVA,0,1.58,0.0,0,0,0
B782,VIVA,0,1.44,0.0,0,0,0
B786,VIVA,0,1.51,0.0,0,0,0
B800,VIVA,0,1.69,0.0,0,0,0
B812,VIVA,0,1.59,0.0,0,0,0
B907,VIVA,0,1.7,0.0,0,0,0
B933,VIVA,0,1.65,0.0,0,0,0
B938,VIVA,0,1.68,0.0,0,0,0
B950,VIVA,0,1.44,0.0,0,0,0
B972,VIVA,0,1.65,0.0,0,0,0
B997,VIVA,0,1.69,0.0,0,0,0
B998,VIVA,0,1.72,0.0,0,0,0
F025,VIVA,0,1.54,0.0,0,0,0
F042,VIVA,0,1.79,0.0,0,0,0
F050,VIVA,0,1.42,0.0,0,0,0
F053,VIVA,0,1.55,0.0,0,0,0
F071,VIVA,0,1.76,0.0,0,0,0
F081,VIVA,0,1.48,0.0,0,0,0
F111,VIVA,0,1.4,0.0,0,0,0
F160,VIVA,0,1.5,0.0,0,0,0
F165,VIVA,0,1.48,0.0,0,0,0
F166,VIVA,0,1.77,0.0,0,0,0
F174,VIVA,0,1.76,0.0,0,0,0
F210,VIVA,0,1.47,0.0,0,0,0
F240,VIVA,0,1.59,0.0,0,0,0
F242,VIVA,0,1.6,0.0,0,0,0
F249,VIVA,0,1.77,0.0,0,0,0
F252,VIVA,0,1.7,0.0,0,0,0
F255,VIVA,0,1.57,0.0,0,0,0
F256,VIVA,0,1.69,0.0,0,0,0
F257,VIVA,0,1.57,0.0,0,0,0
F258,VIVA,0,1.46,0.0,0,0,0
F269,VIVA,0,1.69,0.0,0,0,0
F270,VIVA,0,1.58,0.0,0,0,0
F272,VIVA,0,1.77,0.0,0,0,0
F273,VIVA,0,1.45,0.0,0,0,0
F278,VIVA,0,1.67,0.0,0,0,0
F279,VIVA,0,1.47,0.0,0,0,0
F281,VIVA,0,1.77,0.0,0,0,0
F284,VIVA,0,1.77,0.0,0,0,0
F288,VIVA,0,1.5,0.0,0,0,0
F305,VIVA,0,1.58,0.0,0,0,0
F309,VIVA,0,1.77,0.0,0,0,0
F311,VIVA,0,1.58,0.0,0,0,0
F313,VIVA,0,1.61,0.0,0,0,0
F321,VIVA,0,1.63,0.0,0,0,0
F322,VIVA,0,1.79,0.0,0,0,0
F325,VIVA,0,1.45,0.0,0,0,0
F327,VIVA,0,1.43,0.0,0,0,0
F337,VIVA,0,1.74,0.0,0,0,0
F340,VIVA,0,1.71,0.0,0,0,0
F349,VIVA,0,1.4,0.0,0,0,0
F359,VIVA,0,1.6,0.0,0,0,0
F363,VIVA,0,1.51,0.0,0,0,0
F418,VIVA,0,1.8,0.0,0,0,0
F488,VIVA,0,1.62,0.0,0,0,0
F497,VIVA,0,1.75,0.0,0,0,0
F506,VIVA,0,1.53,0.0,0,0,0
F629,VIVA,0,1.65,0.0,0,0,0
F635,VIVA,0,1.63,0.0,0,0,0
F731,VIVA,0,1.54,0.0,0,0,0
G004,VIVA,0,1.46,0.0,0,0,0
G324,VIVA,0,1.44,0.0,0,0,0
G344,VIVA,0,1.49,0.0,0,0,0
G347,VIVA,0,1.46,0.0,0,0,0
G350,VIVA,0,1.45,0.0,0,0,0
G353,VIVA,0,1.66,0.0,0,0,0
G373,VIVA,0,1.5,0.0,0,0,0
G709,VIVA,0,1.44,0.0,0,0,0
G790,VIVA,0,1.78,0.0,0,0,0
G793,VIVA,0,1.75,0.0,0,0,0
G861,VIVA,0,1.44,0.0,0,0,0
G949,VIVA,0,1.65,0.0,0,0,0
H903,VIVA,0,1.55,0.0,0,0,0
H928,VIVA,0,1.52,0.0,0,0,0
J007,VIVA,0,1.7,0.0,0,0,0
J039,VIVA,0,1.41,0.0,0,0,0
J040,VIVA,0,1.79,0.0,0,0,0
J041,VIVA,0,1.5,0.0,0,0,0
J048,VIVA,0,1.41,0.0,0,0,0
J050,VIVA,0,1.57,0.0,0,0,0
J127,VIVA,0,1.72,0.0,0,0,0
J141,VIVA,0,1.77,0.0,0,0,0
J161,VIVA,0,1.74,0.0,0,0,0
J167,VIVA,0,1.68,0.0,0,0,0
J210,VIVA,0,1.6,0.0,0,0,0
J222,VIVA,0,1.69,0.0,0,0,0
J283,VIVA,0,1.49,0.0,0,0,0
J286,VIVA,0,1.7,0.0,0,0,0
J290,VIVA,0,1.52,0.0,0,0,0
J292,VIVA,0,1.75,0.0,0,0,0
J294,VIVA,0,1.5,0.0,0,0,0
J335,VIVA,0,1.43,0.0,0,0,0
J367,VIVA,0,1.53,0.0,0,0,0
J382,VIVA,0,1.47,0.0,0,0,0
J395,VIVA,0,1.58,0.0,0,0,0
J415,VIVA,0,1.44,0.0,0,0,0
J416,VIVA,0,1.69,0.0,0,0,0
J420,VIVA,0,1.59,0.0,0,0,0
J427,VIVA,0,1.76,0.0,0,0,0
J429,VIVA,0,1.64,0.0,0,0,0
J430,VIVA,0,1.54,0.0,0,0,0
J437,VIVA,0,1.65,0.0,0,0,0
J470,VIVA,0,1.66,0.0,0,0,0
J490,VIVA,0,1.54,0.0,0,0,0
J495,VIVA,0,1.44,0.0,0,0,0
J515,VIVA,0,1.69,0.0,0,0,0
J526,VIVA,0,1.53,0.0,0,0,0
J536,VIVA,0,1.43,0.0,0,0,0
J538,VIVA,0,1.48,0.0,0,0,0
J542,VIVA,0,1.63,0.0,0,0,0
J549,VIVA,0,1.66,0.0,0,0,0
J558,VIVA,0,1.78,0.0,0,0,0
J623,VIVA,0,1.8,0.0,0,0,0
J635,VIVA,0,1.74,0.0,0,0,0
J652,VIVA,0,1.71,0.0,0,0,0
J663,VIVA,0,1.52,0.0,0,0,0
J692,VIVA,0,1.65,0.0,0,0,0
J695,VIVA,0,1.69,0.0,0,0,0
J783,VIVA,0,1.49,0.0,0,0,0
J810,VIVA,0,1.67,0.0,0,0,0
J813,VIVA,0,1.77,0.0,0,0,0
J822,VIVA,0,1.8,0.0,0,0,0
J823,VIVA,0,1.41,0.0,0,0,0
J831,VIVA,0,1.58,0.0,0,0,0
J833,VIVA,0,1.48,0.0,0,0,0
J834,VIVA,0,1.46,0.0,0,0,0
K710,VIVA,0,1.65,0.0,0,0,0
K718,VIVA,0,1.44,0.0,0,0,0
K930,VIVA,0,1.55,0.0,0,0,0
K936,VIVA,0,1.76,0.0,0,0,0
K937,VIVA,0,1.71,0.0,0,0,0
K938,VIVA,0,1.77,0.0,0,0,0
OWN-1101,VIVA,0,0.94,0.0,0,0,0
OWN-141,VIVA,0,1.1,0.0,0,0,0
OWN-1490,VIVA,0,0.87,0.0,0,0,0
OWN-2252,VIVA,1,1.02,0.0,0,0,0
OWN-2561,VIVA,0,1.06,0.0,0,0,0
OWN-274,VIVA,0,1.03,0.0,0,0,0
OWN-3510,VIVA,1,1.0,0.0,0,0,0
OWN-37,VIVA,0,1.07,0.0,0,0,0
OWN-4208,VIVA,0,1.06,0.0,0,0,0
OWN-699,VIVA,0,0.96,0.0,0,0,0
OWN-7176,VIVA,0,0.94,0.0,0,0,0
OWN-7299,VIVA,1,0.97,0.0,0,0,0
OWN-7480,VIVA,0,0.91,0.0,0,0,0
OWN-7667,VIVA,0,1.08,0.0,0,0,0
OWN-7773,VIVA,0,0.9,0.0,0,0,0
OWN-8058,OWN,1,0.88,2562.4432117407828,220981,22098,281
OWN-8064,OWN,1,1.06,2562.4432117407828,220981,22098,281
