COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles
0.55LKM-800L,32,800,1,4
0.58LKM-1000L,32,1000,1,3
0.65LKM-1200L,32,1200,1,14
0.546LKM-600L,32,600,1,6
0.715LKM-800L,32,800,1,5
0.754LKM-1000L,32,1000,1,2
0.845LKM-1200L,32,1200,1,4
0.42LKM-600L,33,600,1,7
0.55LKM-800L,33,800,1,2
0.58LKM-1000L,33,1000,1,2
0.65LKM-1200L,33,1200,1,2
0.546LKM-600L,33,600,1,4
0.715LKM-800L,33,800,1,1
0.754LKM-1000L,33,1000,1,1
0.845LKM-1200L,33,1200,1,2
0.42LKM-600L,34,600,1,4
0.55LKM-800L,34,800,1,12
0.58LKM-1000L,34,1000,1,27
0.65LKM-1200L,34,1200,1,1
0.546LKM-600L,34,600,1,3
0.715LKM-800L,34,800,1,4
0.754LKM-1000L,34,1000,1,4
0.845LKM-1200L,34,1200,1,6
0.42LKM-600L,35,600,1,15
0.55LKM-800L,35,800,1,11
0.58LKM-1000L,35,1000,1,22
0.65LKM-1200L,35,1200,1,3
0.546LKM-600L,35,600,1,8
0.715LKM-800L,35,800,1,2
0.754LKM-1000L,35,1000,1,6
0.845LKM-1200L,35,1200,1,3
0.42LKM-600L,36,600,1,1
0.55LKM-800L,36,800,1,10
0.58LKM-1000L,36,1000,1,10
0.65LKM-1200L,36,1200,1,12
0.546LKM-600L,36,600,1,3
0.715LKM-800L,36,800,1,6
0.754LKM-1000L,36,1000,1,4
0.845LKM-1200L,36,1200,1,2
0.42LKM-600L,37,600,1,7
0.55LKM-800L,37,800,1,5
0.58LKM-1000L,37,1000,1,1
0.65LKM-1200L,37,1200,1,4
0.546LKM-600L,37,600,1,5
0.715LKM-800L,37,800,1,3
0.754LKM-1000L,37,1000,1,1
0.845LKM-1200L,37,1200,1,2
0.42LKM-600L,38,600,1,12
0.55LKM-800L,38,800,1,10
0.58LKM-1000L,38,1000,1,8
0.65LKM-1200L,38,1200,1,12
0.546LKM-600L,38,600,1,7
0.715LKM-800L,38,800,1,1
0.754LKM-1000L,38,1000,1,6
0.845LKM-1200L,38,1200,1,1
0.42LKM-600L,39,600,1,17
0.55LKM-800L,39,800,1,11
0.58LKM-1000L,39,1000,1,8
0.65LKM-1200L,39,1200,1,34
0.546LKM-600L,39,600,1,1
0.715LKM-800L,39,800,1,7
0.754LKM-1000L,39,1000,1,7
0.845LKM-1200L,39,1200,1,7
0.42LKM-600L,4,600,1,6
0.55LKM-800L,4,800,1,1
0.58LKM-1000L,4,1000,1,1
0.65LKM-1200L,4,1200,1,7
0.546LKM-600L,4,600,1,2
0.715LKM-800L,4,800,1,7
0.754LKM-1000L,4,1000,1,7
0.845LKM-1200L,4,1200,1,2
0.42LKM-600L,40,600,1,5
0.55LKM-800L,40,800,1,5
0.58LKM-1000L,40,1000,1,1
0.65LKM-1200L,40,1200,1,10
0.546LKM-600L,40,600,1,1
0.715LKM-800L,40,800,1,2
0.754LKM-1000L,40,1000,1,3
0.845LKM-1200L,40,1200,1,4
0.42LKM-600L,41,600,1,1
0.55LKM-800L,41,800,1,5
0.58LKM-1000L,41,1000,1,1
0.65LKM-1200L,41,1200,1,1
0.754LKM-1000L,41,1000,1,5
0.845LKM-1200L,41,1200,1,4
0.42LKM-600L,42,600,1,5
0.55LKM-800L,42,800,1,2
0.58LKM-1000L,42,1000,1,2
0.65LKM-1200L,42,1200,1,1
0.546LKM-600L,42,600,1,4
0.715LKM-800L,42,800,1,1
0.754LKM-1000L,42,1000,1,5
0.845LKM-1200L,42,1200,1,4
0.42LKM-600L,43,600,1,6
0.55LKM-800L,43,800,1,3
0.58LKM-1000L,43,1000,1,1
0.65LKM-1200L,43,1200,1,4
0.546LKM-600L,43,600,1,1
0.715LKM-800L,43,800,1,1
0.754LKM-1000L,43,1000,1,4
0.845LKM-1200L,43,1200,1,1
0.42LKM-600L,44,600,1,9
0.55LKM-800L,44,800,1,2
0.58LKM-1000L,44,1000,1,8
0.65LKM-1200L,44,1200,1,7
0.546LKM-600L,44,600,1,1
0.715LKM-800L,44,800,1,2
0.754LKM-1000L,44,1000,1,5
0.845LKM-1200L,44,1200,1,1
0.42LKM-600L,45,600,1,1
0.55LKM-800L,45,800,1,1
0.58LKM-1000L,45,1000,1,3
0.65LKM-1200L,45,1200,1,1
0.754LKM-1000L,45,1000,1,1
0.845LKM-1200L,45,1200,1,1
0.42LKM-600L,46,600,1,8
0.55LKM-800L,46,800,1,5
0.58LKM-1000L,46,1000,1,6
0.65LKM-1200L,46,1200,1,1
0.546LKM-600L,46,600,1,5
0.715LKM-800L,46,800,1,1
0.754LKM-1000L,46,1000,1,3
0.845LKM-1200L,46,1200,1,5
0.42LKM-600L,47,600,1,1
0.55LKM-800L,47,800,1,1
0.58LKM-1000L,47,1000,1,8
0.65LKM-1200L,47,1200,1,8
0.546LKM-600L,47,600,1,3
0.715LKM-800L,47,800,1,3
0.754LKM-1000L,47,1000,1,2
0.845LKM-1200L,47,1200,1,2
0.42LKM-600L,48,600,1,6
0.55LKM-800L,48,800,1,1
0.58LKM-1000L,48,1000,1,1
0.65LKM-1200L,48,1200,1,9
0.546LKM-600L,48,600,1,5
0.715LKM-800L,48,800,1,3
0.754LKM-1000L,48,1000,1,3
0.845LKM-1200L,48,1200,1,4
0.42LKM-600L,49,600,1,8
0.55LKM-800L,49,800,1,1
0.58LKM-1000L,49,1000,1,5
0.65LKM-1200L,49,1200,1,2
0.546LKM-600L,49,600,1,3
0.715LKM-800L,49,800,1,4
0.754LKM-1000L,49,1000,1,2
0.845LKM-1200L,49,1200,1,4
0.42LKM-600L,5,600,1,4
0.55LKM-800L,5,800,1,3
0.58LKM-1000L,5,1000,1,1
0.65LKM-1200L,5,1200,1,1
0.546LKM-600L,5,600,1,2
0.715LKM-800L,5,800,1,3
0.754LKM-1000L,5,1000,1,3
0.845LKM-1200L,5,1200,1,2
0.42LKM-600L,50,600,1,4
0.55LKM-800L,50,800,1,9
0.58LKM-1000L,50,1000,1,12
0.65LKM-1200L,50,1200,1,6
0.754LKM-1000L,50,1000,1,1
0.845LKM-1200L,50,1200,1,1
0.42LKM-600L,6,600,1,2
0.55LKM-800L,6,800,1,10
0.58LKM-1000L,6,1000,1,7
0.65LKM-1200L,6,1200,1,25
0.546LKM-600L,6,600,1,6
0.715LKM-800L,6,800,1,6
0.754LKM-1000L,6,1000,1,5
0.845LKM-1200L,6,1200,1,1
0.42LKM-600L,7,600,1,1
0.55LKM-800L,7,800,1,5
0.58LKM-1000L,7,1000,1,7
0.65LKM-1200L,7,1200,1,7
0.546LKM-600L,7,600,1,2
0.715LKM-800L,7,800,1,4
0.754LKM-1000L,7,1000,1,5
0.845LKM-1200L,7,1200,1,4
0.42LKM-600L,8,600,1,5
0.55LKM-800L,8,800,1,11
0.58LKM-1000L,8,1000,1,15
0.65LKM-1200L,8,1200,1,4
0.546LKM-600L,8,600,1,5
0.715LKM-800L,8,800,1,4
0.754LKM-1000L,8,1000,1,6
0.845LKM-1200L,8,1200,1,1
0.42LKM-600L,9,600,1,2
0.55LKM-800L,9,800,1,2
0.58LKM-1000L,9,1000,1,20
0.65LKM-1200L,9,1200,1,35
0.546LKM-600L,9,600,1,1
0.715LKM-800L,9,800,1,1
0.754LKM-1000L,9,1000,1,6
0.845LKM-1200L,9,1200,1,10
